query,template_family,station,intent,origin,destination,transport_mode,information_type,slots_reviewed,language,script,source,split
क्या मैं वेलाचेरी से सेंट थॉमस माउंट बस से जा सकता हूँ?,service_availability:travel_feasibility,VELACHERY,service_availability,VELACHERY,ST_THOMAS_MOUNT,bus,,False,hi,devanagari,template_combinatorial,train
नंदनम से सीएमबीटी के लिए सीधी बस है?,service_availability:direct_mode,NANDANAM,service_availability,NANDANAM,CMBT,bus,,False,hi,devanagari,template_combinatorial,train
क्या चेन्नई एग्मोर से ताम्बरम जाने के लिए ट्रेन मिलेगी?,service_availability:get_mode,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,TAMBARAM,railway,,False,hi,devanagari,template_combinatorial,train
st thomas mount par bus service chal rahi hai kya?,service_availability:service_status,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
st thomas mount and thirumangalam transit bus running today?,service_availability:today_running,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,THIRUMANGALAM,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई सेंट्रल से अन्ना नगर ट्रेन कनेक्टिविटी है क्या?,service_availability:connectivity,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,ANNA_NAGAR,railway,,False,hi,devanagari,template_combinatorial,train
kya central railway station se airport local train se ja sakte hai?,service_availability:travel_feasibility,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,CHENNAI_AIRPORT,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
नेहरू पार्क से शेनॉय नगर लोकल ट्रेन कनेक्टिविटी है क्या?,service_availability:connectivity,NEHRU_PARK,service_availability,NEHRU_PARK,SHENOY_NAGAR,suburban_rail,,False,hi,devanagari,template_combinatorial,train
kya thirumangalam se nandanam train milegi?,service_availability:get_mode,THIRUMANGALAM,service_availability,THIRUMANGALAM,NANDANAM,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
वेलाचेरी पर बस का संचालन हो रहा है क्या?,service_availability:operational_status,VELACHERY,service_availability,VELACHERY,,bus,,False,hi,devanagari,template_combinatorial,train
क्या अन्ना नगर जाने के लिए गिंडी से मेट्रो मिल जाएगी?,service_availability:destination_get,GUINDY,service_availability,GUINDY,ANNA_NAGAR,metro,,False,hi,devanagari,template_combinatorial,train
kya saidapet se lic bus milegi?,service_availability:get_mode,SAIDAPET,service_availability,SAIDAPET,LIC,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या मैं ताम्बरम से सेंट्रल रेलवे स्टेशन मेट्रो से जा सकता हूँ?,service_availability:travel_feasibility,TAMBARAM,service_availability,TAMBARAM,CHENNAI_CENTRAL,metro,,False,hi,devanagari,template_combinatorial,train
ag dms se alandur direct metro hai kya?,service_availability:direct_mode,AG_DMS,service_availability,AG_DMS,ALANDUR,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या मैं तिरुमंगलम से सैदापेट मेट्रो से जा सकता हूँ?,service_availability:travel_feasibility,THIRUMANGALAM,service_availability,THIRUMANGALAM,SAIDAPET,metro,,False,hi,devanagari,template_combinatorial,train
क्या मैं तेनामपेट से अशोक नगर लोकल ट्रेन से जा सकता हूँ?,service_availability:travel_feasibility,TEYNAMPET,service_availability,TEYNAMPET,ASHOK_NAGAR,suburban_rail,,False,hi,devanagari,template_combinatorial,train
kya vadapalani se chennai egmore train milegi?,service_availability:get_mode,VADAPALANI,service_availability,VADAPALANI,CHENNAI_EGMORE,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या कोयम्बेडु मार्केट से टी नगर जाने के लिए बस मिलेगी?,service_availability:get_mode,KOYAMBEDU,service_availability,KOYAMBEDU,NANDANAM,bus,,False,hi,devanagari,template_combinatorial,train
क्या नंदनम से किल्पॉक जाने के लिए मेट्रो मिलेगी?,service_availability:get_mode,NANDANAM,service_availability,NANDANAM,KILPAUK,metro,,False,hi,devanagari,template_combinatorial,train
kya thirumangalam se little mount metro milegi?,service_availability:get_mode,THIRUMANGALAM,service_availability,THIRUMANGALAM,LITTLE_MOUNT,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई सेंट्रल से चेन्नई एयरपोर्ट के बीच ट्रेन चलती है क्या?,service_availability:running_check,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,CHENNAI_AIRPORT,railway,,False,hi,devanagari,template_combinatorial,train
kya teynampet se chennai central train se ja sakte hai?,service_availability:travel_feasibility,TEYNAMPET,service_availability,TEYNAMPET,CHENNAI_CENTRAL,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
एग्मोर से किल्पॉक मेट्रो कनेक्टिविटी है क्या?,service_availability:connectivity,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,KILPAUK,metro,,False,hi,devanagari,template_combinatorial,train
चेन्नई एग्मोर से हवाई अड्डा लोकल ट्रेन कनेक्टिविटी है क्या?,service_availability:connectivity,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,CHENNAI_AIRPORT,suburban_rail,,False,hi,devanagari,template_combinatorial,train
चेन्नई एयरपोर्ट से सेंट थॉमस माउंट जाने के लिए लोकल ट्रेन सेवा चालू है কি?,service_availability:service_status,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,ST_THOMAS_MOUNT,suburban_rail,,False,hi,devanagari,template_combinatorial,train
सेंट्रल रेलवे स्टेशन से तेनामपेट के बीच बस चलती है क्या?,service_availability:running_check,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,TEYNAMPET,bus,,False,hi,devanagari,template_combinatorial,train
airport and lic transit local train running today?,service_availability:today_running,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,LIC,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या ताम्बरम जाने के लिए नंदनम से बस मिल जाएगी?,service_availability:destination_get,NANDANAM,service_availability,NANDANAM,TAMBARAM,bus,,False,hi,devanagari,template_combinatorial,train
meenambakkam par train service chal rahi hai kya?,service_availability:service_status,MEENAMBAKKAM,service_availability,MEENAMBAKKAM,,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या टी नगर जाने के लिए मीनांबक्कम से बस मिल जाएगी?,service_availability:destination_get,MEENAMBAKKAM,service_availability,MEENAMBAKKAM,NANDANAM,bus,,False,hi,devanagari,template_combinatorial,train
एग्मोर से सेंट्रल रेलवे स्टेशन के लिए सीधी बस है?,service_availability:direct_mode,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,CHENNAI_CENTRAL,bus,,False,hi,devanagari,template_combinatorial,train
चेन्नई सेंट्रल से चेन्नई बीच के बीच मेट्रो चलती है क्या?,service_availability:running_check,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,CHENNAI_BEACH,metro,,False,hi,devanagari,template_combinatorial,train
क्या एयरपोर्ट से सीएमबीटी जाने के लिए ट्रेन मिलेगी?,service_availability:get_mode,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,CMBT,railway,,False,hi,devanagari,template_combinatorial,train
shenoy nagar and koyambedu transit bus running today?,service_availability:today_running,SHENOY_NAGAR,service_availability,SHENOY_NAGAR,KOYAMBEDU,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
central railway station to government estate bus connectivity available?,service_availability:connectivity,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,GOVERNMENT_ESTATE,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
kya vadapalani se guindy train milegi?,service_availability:get_mode,VADAPALANI,service_availability,VADAPALANI,GUINDY,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
kya tambaram se little mount bus se ja sakte hai?,service_availability:travel_feasibility,TAMBARAM,service_availability,TAMBARAM,LITTLE_MOUNT,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
kya ashok nagar se t nagar train milegi?,service_availability:get_mode,ASHOK_NAGAR,service_availability,ASHOK_NAGAR,NANDANAM,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
कोयम्बेडु मार्केट से वडापलानी के लिए सीधी ट्रेन है?,service_availability:direct_mode,KOYAMBEDU,service_availability,KOYAMBEDU,VADAPALANI,railway,,False,hi,devanagari,template_combinatorial,train
central railway station se lic direct bus hai kya?,service_availability:direct_mode,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,LIC,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai beach to koyambedu metro connectivity available?,service_availability:connectivity,CHENNAI_BEACH,service_availability,CHENNAI_BEACH,KOYAMBEDU,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या तिरुमंगलम जाने के लिए आलंदूर से मेट्रो मिल जाएगी?,service_availability:destination_get,ALANDUR,service_availability,ALANDUR,THIRUMANGALAM,metro,,False,hi,devanagari,template_combinatorial,train
st thomas mount se high court direct bus hai kya?,service_availability:direct_mode,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,HIGH_COURT,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
thirumangalam and lic transit train running today?,service_availability:today_running,THIRUMANGALAM,service_availability,THIRUMANGALAM,LIC,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या एग्मोर से नेहरू पार्क जाने के लिए ट्रेन मिलेगी?,service_availability:get_mode,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,NEHRU_PARK,railway,,False,hi,devanagari,template_combinatorial,train
एजी-डीएमएस से ताम्बरम जाने के लिए लोकल ट्रेन सेवा चालू है কি?,service_availability:service_status,AG_DMS,service_availability,AG_DMS,TAMBARAM,suburban_rail,,False,hi,devanagari,template_combinatorial,train
kya shenoy nagar se kilpauk metro milegi?,service_availability:get_mode,SHENOY_NAGAR,service_availability,SHENOY_NAGAR,KILPAUK,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai beach and teynampet transit bus running today?,service_availability:today_running,CHENNAI_BEACH,service_availability,CHENNAI_BEACH,TEYNAMPET,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
lic to vadapalani bus connectivity available?,service_availability:connectivity,LIC,service_availability,LIC,VADAPALANI,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
तिरुमंगलम से सीएमबीटी के लिए सीधी बस है?,service_availability:direct_mode,THIRUMANGALAM,service_availability,THIRUMANGALAM,CMBT,bus,,False,hi,devanagari,template_combinatorial,train
चेन्नई बीच से चेन्नई एयरपोर्ट तक ट्रेन चल रही है?,service_availability:running_active,CHENNAI_BEACH,service_availability,CHENNAI_BEACH,CHENNAI_AIRPORT,railway,,False,hi,devanagari,template_combinatorial,train
क्या आलंदूर स्टेशन पर ट्रेन की सुविधा उपलब्ध है?,service_availability:station_availability,ALANDUR,service_availability,ALANDUR,,railway,,False,hi,devanagari,template_combinatorial,train
क्या मैं चेन्नई सेंट्रल से सैदापेट बस से जा सकता हूँ?,service_availability:travel_feasibility,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,SAIDAPET,bus,,False,hi,devanagari,template_combinatorial,train
kilpauk and guindy transit metro running today?,service_availability:today_running,KILPAUK,service_availability,KILPAUK,GUINDY,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
st thomas mount and airport transit train running today?,service_availability:today_running,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,CHENNAI_AIRPORT,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या चेन्नई सेंट्रल से टी नगर जाने के लिए बस मिलेगी?,service_availability:get_mode,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,NANDANAM,bus,,False,hi,devanagari,template_combinatorial,train
nehru park par metro service chal rahi hai kya?,service_availability:service_status,NEHRU_PARK,service_availability,NEHRU_PARK,,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
tambaram par train service chal rahi hai kya?,service_availability:service_status,TAMBARAM,service_availability,TAMBARAM,,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट्रल पर ट्रेन का संचालन हो रहा है क्या?,service_availability:operational_status,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,,railway,,False,hi,devanagari,template_combinatorial,train
थाउजेंड लाइट्स से गिंडी के बीच लोकल ट्रेन चलती है क्या?,service_availability:running_check,THOUSAND_LIGHTS,service_availability,THOUSAND_LIGHTS,GUINDY,suburban_rail,,False,hi,devanagari,template_combinatorial,train
चेन्नई सेंट्रल पर मेट्रो का संचालन हो रहा है क्या?,service_availability:operational_status,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,,metro,,False,hi,devanagari,template_combinatorial,train
kya central railway station se chennai beach train se ja sakte hai?,service_availability:travel_feasibility,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,CHENNAI_BEACH,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
हाई कोर्ट पर बस का संचालन हो रहा है क्या?,service_availability:operational_status,HIGH_COURT,service_availability,HIGH_COURT,,bus,,False,hi,devanagari,template_combinatorial,train
क्या अन्ना नगर से चेन्नई एग्मोर जाने के लिए लोकल ट्रेन मिलेगी?,service_availability:get_mode,ANNA_NAGAR,service_availability,ANNA_NAGAR,CHENNAI_EGMORE,suburban_rail,,False,hi,devanagari,template_combinatorial,train
क्या एलआईसी से गवर्नमेंट एस्टेट जाने के लिए ट्रेन मिलेगी?,service_availability:get_mode,LIC,service_availability,LIC,GOVERNMENT_ESTATE,railway,,False,hi,devanagari,template_combinatorial,train
गवर्नमेंट एस्टेट से गिंडी जाने के लिए मेट्रो सेवा चालू है কি?,service_availability:service_status,GOVERNMENT_ESTATE,service_availability,GOVERNMENT_ESTATE,GUINDY,metro,,False,hi,devanagari,template_combinatorial,train
क्या आज आलंदूर से कोयम्बेडु लोकल ट्रेन चालू है?,service_availability:today_running,ALANDUR,service_availability,ALANDUR,KOYAMBEDU,suburban_rail,,False,hi,devanagari,template_combinatorial,train
kya st thomas mount se velachery bus milegi?,service_availability:get_mode,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,VELACHERY,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
high court par train service chal rahi hai kya?,service_availability:service_status,HIGH_COURT,service_availability,HIGH_COURT,,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
kya thousand lights se lic train milegi?,service_availability:get_mode,THOUSAND_LIGHTS,service_availability,THOUSAND_LIGHTS,LIC,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
हवाई अड्डा से मीनांबक्कम तक लोकल ट्रेन चल रही है?,service_availability:running_active,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,MEENAMBAKKAM,suburban_rail,,False,hi,devanagari,template_combinatorial,train
एग्मोर से चेन्नई बीच जाने के लिए ट्रेन सेवा चालू है কি?,service_availability:service_status,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,CHENNAI_BEACH,railway,,False,hi,devanagari,template_combinatorial,train
alandur and anna nagar transit metro running today?,service_availability:today_running,ALANDUR,service_availability,ALANDUR,ANNA_NAGAR,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
koyambedu par bus service chal rahi hai kya?,service_availability:service_status,KOYAMBEDU,service_availability,KOYAMBEDU,,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
st thomas mount se lic direct train hai kya?,service_availability:direct_mode,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,LIC,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
government estate to t nagar local train connectivity available?,service_availability:connectivity,GOVERNMENT_ESTATE,service_availability,GOVERNMENT_ESTATE,NANDANAM,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या आज अशोक नगर से सेंट थॉमस माउंट ट्रेन चालू है?,service_availability:today_running,ASHOK_NAGAR,service_availability,ASHOK_NAGAR,ST_THOMAS_MOUNT,railway,,False,hi,devanagari,template_combinatorial,train
सैदापेट से गवर्नमेंट एस्टेट के लिए सीधी लोकल ट्रेन है?,service_availability:direct_mode,SAIDAPET,service_availability,SAIDAPET,GOVERNMENT_ESTATE,suburban_rail,,False,hi,devanagari,template_combinatorial,train
सीएमबीटी से वडापलानी के बीच बस चलती है क्या?,service_availability:running_check,CMBT,service_availability,CMBT,VADAPALANI,bus,,False,hi,devanagari,template_combinatorial,train
kya cmbt se little mount local train se ja sakte hai?,service_availability:travel_feasibility,CMBT,service_availability,CMBT,LITTLE_MOUNT,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
गवर्नमेंट एस्टेट से टी नगर के बीच बस चलती है क्या?,service_availability:running_check,GOVERNMENT_ESTATE,service_availability,GOVERNMENT_ESTATE,NANDANAM,bus,,False,hi,devanagari,template_combinatorial,train
क्या सेंट्रल से नंदनम जाने के लिए ट्रेन मिलेगी?,service_availability:get_mode,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,NANDANAM,railway,,False,hi,devanagari,template_combinatorial,train
क्या अशोक नगर स्टेशन पर बस की सुविधा उपलब्ध है?,service_availability:station_availability,ASHOK_NAGAR,service_availability,ASHOK_NAGAR,,bus,,False,hi,devanagari,template_combinatorial,train
kya ashok nagar se meenambakkam local train se ja sakte hai?,service_availability:travel_feasibility,ASHOK_NAGAR,service_availability,ASHOK_NAGAR,MEENAMBAKKAM,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या आज कोयम्बेडु मार्केट से सैदापेट लोकल ट्रेन चालू है?,service_availability:today_running,KOYAMBEDU,service_availability,KOYAMBEDU,SAIDAPET,suburban_rail,,False,hi,devanagari,template_combinatorial,train
सैदापेट पर मेट्रो का संचालन हो रहा है क्या?,service_availability:operational_status,SAIDAPET,service_availability,SAIDAPET,,metro,,False,hi,devanagari,template_combinatorial,train
kya anna nagar se central train milegi?,service_availability:get_mode,ANNA_NAGAR,service_availability,ANNA_NAGAR,CHENNAI_CENTRAL,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
नंदनम से शेनॉय नगर के लिए सीधी मेट्रो है?,service_availability:direct_mode,NANDANAM,service_availability,NANDANAM,SHENOY_NAGAR,metro,,False,hi,devanagari,template_combinatorial,train
kilpauk to ashok nagar bus connectivity available?,service_availability:connectivity,KILPAUK,service_availability,KILPAUK,ASHOK_NAGAR,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
kya high court se chennai egmore local train se ja sakte hai?,service_availability:travel_feasibility,HIGH_COURT,service_availability,HIGH_COURT,CHENNAI_EGMORE,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
thousand lights and teynampet transit local train running today?,service_availability:today_running,THOUSAND_LIGHTS,service_availability,THOUSAND_LIGHTS,TEYNAMPET,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
kya lic se anna nagar train se ja sakte hai?,service_availability:travel_feasibility,LIC,service_availability,LIC,ANNA_NAGAR,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या आलंदूर से टी नगर जाने के लिए ट्रेन मिलेगी?,service_availability:get_mode,ALANDUR,service_availability,ALANDUR,NANDANAM,railway,,False,hi,devanagari,template_combinatorial,train
क्या मैं सीएमबीटी से नंदनम ट्रेन से जा सकता हूँ?,service_availability:travel_feasibility,CMBT,service_availability,CMBT,NANDANAM,railway,,False,hi,devanagari,template_combinatorial,train
kya guindy se kilpauk local train milegi?,service_availability:get_mode,GUINDY,service_availability,GUINDY,KILPAUK,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
nandanam par bus service chal rahi hai kya?,service_availability:service_status,NANDANAM,service_availability,NANDANAM,,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
कोयम्बेडु पर बस का संचालन हो रहा है क्या?,service_availability:operational_status,KOYAMBEDU,service_availability,KOYAMBEDU,,bus,,False,hi,devanagari,template_combinatorial,train
ashok nagar and high court transit metro running today?,service_availability:today_running,ASHOK_NAGAR,service_availability,ASHOK_NAGAR,HIGH_COURT,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या मैं वडापलानी से सेंट थॉमस माउंट ट्रेन से जा सकता हूँ?,service_availability:travel_feasibility,VADAPALANI,service_availability,VADAPALANI,ST_THOMAS_MOUNT,railway,,False,hi,devanagari,template_combinatorial,train
क्या एग्मोर स्टेशन पर लोकल ट्रेन की सुविधा उपलब्ध है?,service_availability:station_availability,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,,suburban_rail,,False,hi,devanagari,template_combinatorial,train
चेन्नई एग्मोर से गिंडी के बीच लोकल ट्रेन चलती है क्या?,service_availability:running_check,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,GUINDY,suburban_rail,,False,hi,devanagari,template_combinatorial,train
कोयम्बेडु पर लोकल ट्रेन का संचालन हो रहा है क्या?,service_availability:operational_status,KOYAMBEDU,service_availability,KOYAMBEDU,,suburban_rail,,False,hi,devanagari,template_combinatorial,train
चेन्नई एग्मोर से अशोक नगर जाने के लिए लोकल ट्रेन सेवा चालू है কি?,service_availability:service_status,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,ASHOK_NAGAR,suburban_rail,,False,hi,devanagari,template_combinatorial,train
क्या सेंट थॉमस माउंट से ताम्बरम जाने के लिए बस मिलेगी?,service_availability:get_mode,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,TAMBARAM,bus,,False,hi,devanagari,template_combinatorial,train
क्या नेहरू पार्क जाने के लिए वडापलानी से लोकल ट्रेन मिल जाएगी?,service_availability:destination_get,VADAPALANI,service_availability,VADAPALANI,NEHRU_PARK,suburban_rail,,False,hi,devanagari,template_combinatorial,train
kya guindy se chennai central bus se ja sakte hai?,service_availability:travel_feasibility,GUINDY,service_availability,GUINDY,CHENNAI_CENTRAL,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
लिटिल माउंट से एजी-डीएमएस जाने के लिए लोकल ट्रेन सेवा चालू है কি?,service_availability:service_status,LITTLE_MOUNT,service_availability,LITTLE_MOUNT,AG_DMS,suburban_rail,,False,hi,devanagari,template_combinatorial,train
एयरपोर्ट से किल्पॉक के बीच बस चलती है क्या?,service_availability:running_check,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,KILPAUK,bus,,False,hi,devanagari,template_combinatorial,train
kya koyambedu se guindy metro milegi?,service_availability:get_mode,KOYAMBEDU,service_availability,KOYAMBEDU,GUINDY,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या मैं गवर्नमेंट एस्टेट से कोयम्बेडु ट्रेन से जा सकता हूँ?,service_availability:travel_feasibility,GOVERNMENT_ESTATE,service_availability,GOVERNMENT_ESTATE,KOYAMBEDU,railway,,False,hi,devanagari,template_combinatorial,train
चेन्नई बीच से अशोक नगर के बीच बस चलती है क्या?,service_availability:running_check,CHENNAI_BEACH,service_availability,CHENNAI_BEACH,ASHOK_NAGAR,bus,,False,hi,devanagari,template_combinatorial,train
kya t nagar se lic metro milegi?,service_availability:get_mode,NANDANAM,service_availability,NANDANAM,LIC,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai central par metro service chal rahi hai kya?,service_availability:service_status,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
शेनॉय नगर से सीएमबीटी जाने के लिए बस सेवा चालू है কি?,service_availability:service_status,SHENOY_NAGAR,service_availability,SHENOY_NAGAR,CMBT,bus,,False,hi,devanagari,template_combinatorial,train
क्या एयरपोर्ट से चेन्नई सेंट्रल जाने के लिए बस मिलेगी?,service_availability:get_mode,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,CHENNAI_CENTRAL,bus,,False,hi,devanagari,template_combinatorial,train
क्या मैं सीएमबीटी से चेन्नई सेंट्रल मेट्रो से जा सकता हूँ?,service_availability:travel_feasibility,CMBT,service_availability,CMBT,CHENNAI_CENTRAL,metro,,False,hi,devanagari,template_combinatorial,train
सैदापेट से गवर्नमेंट एस्टेट तक बस चल रही है?,service_availability:running_active,SAIDAPET,service_availability,SAIDAPET,GOVERNMENT_ESTATE,bus,,False,hi,devanagari,template_combinatorial,train
kya alandur se thousand lights train milegi?,service_availability:get_mode,ALANDUR,service_availability,ALANDUR,THOUSAND_LIGHTS,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
nandanam to chennai egmore local train connectivity available?,service_availability:connectivity,NANDANAM,service_availability,NANDANAM,CHENNAI_EGMORE,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
kya cmbt se high court local train milegi?,service_availability:get_mode,CMBT,service_availability,CMBT,HIGH_COURT,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट्रल रेलवे स्टेशन से कोयम्बेडु तक लोकल ट्रेन चल रही है?,service_availability:running_active,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,KOYAMBEDU,suburban_rail,,False,hi,devanagari,template_combinatorial,train
तिरुमंगलम से सैदापेट लोकल ट्रेन कनेक्टिविटी है क्या?,service_availability:connectivity,THIRUMANGALAM,service_availability,THIRUMANGALAM,SAIDAPET,suburban_rail,,False,hi,devanagari,template_combinatorial,train
chennai beach and egmore transit train running today?,service_availability:today_running,CHENNAI_BEACH,service_availability,CHENNAI_BEACH,CHENNAI_EGMORE,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
गिंडी से चेन्नई सेंट्रल जाने के लिए ट्रेन सेवा चालू है কি?,service_availability:service_status,GUINDY,service_availability,GUINDY,CHENNAI_CENTRAL,railway,,False,hi,devanagari,template_combinatorial,train
नंदनम से चेन्नई एयरपोर्ट मेट्रो कनेक्टिविटी है क्या?,service_availability:connectivity,NANDANAM,service_availability,NANDANAM,CHENNAI_AIRPORT,metro,,False,hi,devanagari,template_combinatorial,train
airport and teynampet transit bus running today?,service_availability:today_running,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,TEYNAMPET,bus,,False,hinglish,latin_hinglish,template_combinatorial,train
government estate to chennai beach train connectivity available?,service_availability:connectivity,GOVERNMENT_ESTATE,service_availability,GOVERNMENT_ESTATE,CHENNAI_BEACH,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
meenambakkam and vadapalani transit local train running today?,service_availability:today_running,MEENAMBAKKAM,service_availability,MEENAMBAKKAM,VADAPALANI,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या आज थाउजेंड लाइट्स से शेनॉय नगर ट्रेन चालू है?,service_availability:today_running,THOUSAND_LIGHTS,service_availability,THOUSAND_LIGHTS,SHENOY_NAGAR,railway,,False,hi,devanagari,template_combinatorial,train
लिटिल माउंट से मीनांबक्कम लोकल ट्रेन कनेक्टिविटी है क्या?,service_availability:connectivity,LITTLE_MOUNT,service_availability,LITTLE_MOUNT,MEENAMBAKKAM,suburban_rail,,False,hi,devanagari,template_combinatorial,train
कोयम्बेडु से सेंट्रल के लिए सीधी मेट्रो है?,service_availability:direct_mode,KOYAMBEDU,service_availability,KOYAMBEDU,CHENNAI_CENTRAL,metro,,False,hi,devanagari,template_combinatorial,train
अशोक नगर से कोयम्बेडु मार्केट लोकल ट्रेन कनेक्टिविटी है क्या?,service_availability:connectivity,ASHOK_NAGAR,service_availability,ASHOK_NAGAR,KOYAMBEDU,suburban_rail,,False,hi,devanagari,template_combinatorial,train
क्या एग्मोर से मीनांबक्कम जाने के लिए ट्रेन मिलेगी?,service_availability:get_mode,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,MEENAMBAKKAM,railway,,False,hi,devanagari,template_combinatorial,train
हाई कोर्ट से सेंट्रल तक मेट्रो चल रही है?,service_availability:running_active,HIGH_COURT,service_availability,HIGH_COURT,CHENNAI_CENTRAL,metro,,False,hi,devanagari,template_combinatorial,train
