annotation_id,taxonomy,query,reference_primary,model_primary,reference_acceptable,model_acceptable,reference_clarification,model_clarification,model_clarification_reasons,model_brief_justification,disagreement_flags,disagreement_score
ANN_B2_161,T2,Saidapet bus schedule or rout,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,intent_ambiguity,"The query presents an explicit disjunction ('schedule or rout') between two distinct transit intents: timetable information (service_timing) and journey/route planning (route_query). Because neither intent is uniquely specified or prioritized, there is genuine semantic ambiguity and no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_166,T2,tambaram local 09:00,service_timing,,service_timing,route_query|service_availability|service_timing,False,True,intent_ambiguity,"The utterance 'tambaram local 09:00' consists purely of keywords specifying a station, transit mode, and timestamp without syntactic or functional indicators. In accordance with Section 4.2 of the guidelines, such underspecified keyword queries are semantically indeterminate between a timetable schedule lookup (service_timing), checking whether a service operates at that time (service_availability), and journey planning (route_query). Genuine intent ambiguity precludes a single defensible primary label.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_167,T2,Broadway से next train kab hia?,service_timing,service_timing,service_availability|service_timing,service_timing,True,True,missing_slot,"The query asks for the scheduled departure time of the next train from Broadway ('next train kab hia'), which corresponds to service_timing under static timetable inquiries. As the destination or direction is not specified, clarification is required for the missing destination slot.",acceptable_set_mismatch,1
ANN_B2_171,T2,is thr a drct bs or trn frm chpk to bch,service_availability,service_availability,service_availability,route_query|service_availability,False,False,,"The user presents a binary inquiry asking whether direct bus or train service exists/operates between Chepauk (chpk) and Beach (bch), which directly falls under service_availability per Rule 3.1. route_query is retained as an acceptable secondary candidate.",acceptable_set_mismatch,1
ANN_B2_175,T2,Beach bus schedule or ruote?,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,intent_ambiguity,"The utterance explicitly presents an alternation between a timetable inquiry ('schedule' -> service_timing) and a routing inquiry ('ruote' -> route_query), resulting in genuine intent ambiguity where neither intent can be definitively prioritized as primary.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_176,T2,570 to siruseri,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '570 to siruseri' provides a route number and destination without a predicate or question framing. It is semantically indeterminate among stop membership verification (route_stops), journey planning (route_query), schedule/timing inquiry (service_timing), or service existence (service_availability). Because no single intent is defensibly primary, primary_label is set to null.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_178,T2,चन्नई बच स मट्रो,route_query,,route_query|service_availability|service_timing,nearest_transport|route_query|service_availability,True,True,intent_ambiguity,"The utterance 'चन्नई बच स मट्रो' ('Chennai Beach se metro') is a verbless fragment consisting only of an origin/location ('Chennai Beach') and transit mode/facility ('metro'). Lacking any predicate or interrogative particle, it is genuinely ambiguous between journey planning directions ('route_query'), checking whether metro service operates from Chennai Beach ('service_availability'), and locating the nearest metro station from Chennai Beach ('nearest_transport'). Following Sections 4.1 and 4.2, genuine intent ambiguity where no single interpretation is uniquely defensible requires primary_label to be null and clarification_required to be true.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_184,T2,102 to broadway ,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '102 to broadway' specifies a bus route number and destination direction without an operational verb or predicate. Under Gate B.3 section 4.2 guidelines, such telegraphic queries exhibit genuine intent ambiguity among journey planning (route_query), scheduled departure timings (service_timing), intermediate stop listings (route_stops), and operational checks (service_availability), leaving no single defensible primary label.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_185,T2,can i use chennai metro smart card for discount on washermenpet to airport journey,ticketing_rules,ticketing_rules,ticketing_rules,fare_query|ticketing_rules,False,False,,"The query asks whether a metro smart card confers a discount on a journey, which pertains to smart card usage terms and concession/fare policies under ticketing_rules. Because it pertains to discount applicability for a specific trip, fare_query is an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_186,T2,rout 19B,route_stops,route_stops,route_stops|service_availability|service_timing,route_stops,True,False,,"The query 'rout 19B' specifies a designated transit line ('19B') and requests its route or stop alignment ('rout'). Under the T2 taxonomy, inquiries concerning the stops, stations, or path along a designated transit route classify as route_stops.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_190,T2,route green line par live tracking gps status kahan show ho raha hai,realtime_status_query,realtime_status_query,realtime_status_query,out_of_scope|realtime_status_query,False,False,,"The utterance specifically asks for the 'live tracking gps status' on the Green Line route ('kahan show ho raha hai'), which primarily expresses an inquiry seeking live vehicle tracking/location information (realtime_status_query). A secondary plausible interpretation of 'kahan show ho raha hai' is an inquiry about where the tracking feature is located within an application or digital display interface (out_of_scope).",acceptable_set_mismatch,1
ANN_B2_191,T2,10:00 night scheduled metro departure from central?,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The commuter is inquiring about scheduled timetable departure information at 10:00 PM from Central metro station, which maps unambiguously to service_timing under Section 2 and 3.4. However, the destination station or direction of travel is unspecified, constituting execution incompleteness (missing_slot).",clarification_mismatch,1
ANN_B2_194,T2,Egmore se suburban train din me kitni frequent hai?,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The commuter is asking about the scheduled service frequency ('kitni frequent hai') of suburban trains departing from Egmore during the day, which directly maps to service_timing. As the destination station or direction is omitted, clarification is required due to a missing slot.",clarification_mismatch,1
ANN_B2_196,T2,tmbrm lcl 1845,service_timing,,service_timing,route_query|service_availability|service_timing,False,True,intent_ambiguity,"The telegraphic query 'tmbrm lcl 1845' provides only a location (Tambaram), transit mode (local train), and time (18:45) with no grammatical cues or verbs. Per Section 4.2 of the guidelines, this creates genuine semantic ambiguity between querying timetable schedule/departure times (service_timing), checking whether a service operates at that time (service_availability), or requesting travel directions/route planning (route_query).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_198,T2,बस 29C perambur जाएगि,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The commuter asks whether a designated bus route (29C) goes to or serves Perambur, which constitutes a stop membership check along a specified transit route (route_stops), with service_availability as a plausible secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_199,T2,102 to siruseri,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '102 to siruseri' is an underspecified query containing only a route identifier ('102') and a destination ('to siruseri') without any verb, question particle, or communicative frame. Under Section 4.2 guidelines, this represents genuine semantic ambiguity among checking route stop membership (route_stops), inquiring about departure timetables (service_timing), asking for journey directions (route_query), or checking operational status (service_availability).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_200,T2,570 to kyoambedu,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The telegraphic query '570 to kyoambedu' provides a bus route identifier (570) and a destination (Koyambedu) without any functional verb, interrogative particle, or operational context. It exhibits genuine intent ambiguity among checking stop membership/whether 570 halts at Koyambedu (route_stops), checking service operation (service_availability), inquiring about departure schedules/timings (service_timing), or seeking navigation directions (route_query).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_201,T2,Kilpauk bus schedule or rout,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,multiple_goals|intent_ambiguity,"The commuter utterance explicitly requests two distinct transit operations ('schedule' corresponding to service_timing and 'rout' corresponding to route_query) joined by the disjunction 'or'. Under Section 4.3 of the annotation guidelines, queries explicitly seeking multiple distinct services are classified as multiple_goals; since neither intent takes precedence, no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_202,T2,क्या गिंडी से आलंदूर यात्रा पर स्मार्ट कार्ड से डिस्काउंट मिलता है?,ticketing_rules,ticketing_rules,ticketing_rules,fare_query|ticketing_rules,False,False,,"The user is asking whether a smartcard discount or concession policy applies to travel between Guindy and Alandur. Under T2 guidelines, inquiries regarding fare policies, concessions, and smartcard terms are classified under ticketing_rules. Because it concerns trip pricing on a specific corridor, fare_query is included as an acceptable secondary label.",acceptable_set_mismatch,1
ANN_B2_206,T2,Central to anywhere metro?,route_query,,route_query|route_stops|service_availability,route_query|service_availability,True,True,intent_ambiguity,"The elliptical query 'Central to anywhere metro?' exhibits genuine semantic ambiguity between service_availability (a binary inquiry checking whether metro service operates from Central station to anywhere) and route_query (an open-ended journey planning inquiry seeking metro route options from Central with an unspecified destination). Because neither interpretation is uniquely defensible without unexpressed assumptions, primary_label is null and clarification is required.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_210,T2,green line metro halts from tambaram to st thomas mount,route_stops,route_stops,route_stops,route_query|route_stops,False,False,,"The commuter specifically asks for the 'halts' (stations/stops) along a metro line between two locations, directly aligning with route_stops (stop listings). Route_query is included as an acceptable secondary interpretation representing general journey planning.",acceptable_set_mismatch,1
ANN_B2_211,T2,Route 29C?,route_stops,,route_stops|service_availability|service_timing,route_query|route_stops|service_availability|service_timing,True,True,intent_ambiguity,"The utterance consists solely of a route identifier ('Route 29C?') without a verb or communicative predicate. It is genuinely indeterminate among inquiring about route stops/path (route_stops, route_query), timetable/schedule (service_timing), or operational status (service_availability).",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_213,T2,Adyar से next train kab hai?,service_timing,service_timing,service_availability|service_timing,service_timing,True,True,missing_slot,"The query asks for the departure schedule ('next train kab hai') from Adyar, which constitutes a service_timing inquiry under static timetable information. Since the destination/direction of travel is omitted, clarification is needed due to a missing slot.",acceptable_set_mismatch,1
ANN_B2_215,T2,Guindy to anywhere mtero?,route_query,route_query,route_query|route_stops|service_availability,route_query|service_availability,True,True,missing_slot|intent_ambiguity,"The commuter query adopts an origin-to-destination routing format ('Guindy to anywhere mtero?') asking for metro transit directions ('route_query'), but lacks a specific destination slot ('anywhere'), requiring clarification ('missing_slot'). It can secondarily be interpreted as asking whether metro service operates from Guindy at all ('service_availability').",acceptable_set_mismatch,1
ANN_B2_219,T2,बस 29C mylapore जएागी?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The commuter query asks whether bus route 29C goes to/halts at Mylapore ('बस 29C mylapore जएागी?'), which is a stop membership inquiry along a designated transit route (route_stops). A secondary interpretation checks whether service on this corridor is operating (service_availability).",acceptable_set_mismatch,1
ANN_B2_223,T2,अन्ना नगर टावर से मेट्रो?,route_query,,route_query|service_availability|service_timing,nearest_transport|route_query|service_availability,True,True,intent_ambiguity,"The utterance 'अन्ना नगर टावर से मेट्रो?' is an underspecified keyword query lacking a verb or question particle. It is semantically indeterminate between inquiring whether metro service exists/operates from Anna Nagar Tower (service_availability), initiating a journey/route from Anna Nagar Tower (route_query), and finding the location of the nearest metro station relative to the landmark (nearest_transport). Under Section 4.2, this constitutes genuine intent ambiguity where no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_224,T2,कहाँ से अडयार जाऊं?,route_query,route_query,route_query|service_availability,route_query,True,True,missing_slot,"The commuter is asking for travel directions to reach Adyar ('अडयार जाऊं'), which is a journey planning inquiry ('route_query'). The starting point/origin is unspecified ('कहाँ से'), representing an execution incompleteness ('missing_slot') rather than an ambiguous intent.",acceptable_set_mismatch,1
ANN_B2_226,T2,whr do i nd to chng lns whn trvlng frm hgh crt to st thms mnt,interchange_query,interchange_query,interchange_query,interchange_query|route_query,False,False,,"The commuter specifically asks where they need to change lines ('whr do i nd to chng lns'), making line transfer/interchange location the primary semantic focus (interchange_query). Because an origin and destination across town are specified ('frm hgh crt to st thms mnt') in the context of journey planning, route_query is also a valid acceptable interpretation.",acceptable_set_mismatch,1
ANN_B2_227,T2,19B to siruseri,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '19B to siruseri' specifies only a bus route identifier and a destination without a verb or communicative operator. It is semantically indeterminate between checking if the service operates/extends to Siruseri (service_availability / route_stops), requesting navigation/journey planning (route_query), or asking for scheduled departure timings (service_timing). Under Section 4 of the guidelines, genuine intent ambiguity requires setting primary_label to null.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_228,T2,19B to t naga,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '19B to t naga' is an underspecified telegraphic phrase consisting solely of a bus route identifier ('19B') and a destination ('t naga' / T Nagar) with no verb or interrogative marker. Without explicit intent cues, it is genuinely ambiguous between journey planning (route_query), checking whether the bus operates to the destination (service_availability), inquiring about stops or stop membership (route_stops), and requesting scheduled departure timings (service_timing). Per Section 4.1 and 4.2 guidelines, no single primary label is defensible, requiring primary_label to be null with clarification required due to intent_ambiguity.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_229,T2,Is Broadway station open right now?,service_availability,service_availability,service_availability|service_timing,realtime_status_query|service_availability|service_timing,True,False,,The query is a binary operational check inquiring whether Broadway station is currently open and operational ('service_availability'). It can secondarily be interpreted as checking whether the current time falls within scheduled station operating hours ('service_timing') or verifying live real-time operational status ('realtime_status_query').,acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_233,T2,Beach to anywhere mtro,route_query,route_query,route_query|route_stops|service_availability,route_query,True,True,missing_slot,"The utterance expresses an intent to find a transit route from Chennai Beach via metro, but the destination is open/unspecified ('anywhere'). Under the guideline for execution incompleteness, this is classified as route_query with a missing destination slot requiring clarification.",acceptable_set_mismatch,1
ANN_B2_235,T2,erport midnight train,service_timing,,service_timing,route_query|service_availability|service_timing,False,True,intent_ambiguity,"The telegraphic query 'erport midnight train' combines a location, time reference, and transit mode without a functional verb or question frame. Per Section 4.2 of the guidelines, such underspecified queries are genuinely ambiguous and semantically indeterminate between seeking scheduled departure times (service_timing), checking whether midnight train operations exist (service_availability), or asking for journey planning directions (route_query).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_236,T2,बस 114 thirumangalam जाएगी?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The user is inquiring whether bus route 114 serves Thirumangalam ('बस 114 thirumangalam जाएगी?'), which directly represents a stop membership check along a designated transit route (route_stops). A secondary operational interpretation regarding whether service operates to that destination is also captured under service_availability.",acceptable_set_mismatch,1
ANN_B2_238,T2,what is the schdld dprtr time from thrmnglm arnd 0900,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The commuter specifically asks for scheduled timetable departure information ('schdld dprtr time ... arnd 0900') from Thirumangalam, mapping directly to service_timing under Section 2 and 3.4. While the semantic intent is unambiguous, the query lacks a destination, route number, or line direction slot, requiring clarification for execution.",clarification_mismatch,1
ANN_B2_239,T2,Avadi bus schedule or route?,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,intent_ambiguity,"The commuter utterance explicitly presents an either/or alternative between timetable information ('schedule' -> service_timing) and transit directions ('route' -> route_query). Because neither intent is preferred or singled out, the query exhibits genuine intent ambiguity where no single primary label is defensible, necessitating clarification.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_241,T2,vlchry स next trn kab hai,service_timing,service_timing,service_availability|service_timing,service_timing,True,True,missing_slot,"The utterance 'vlchry स next trn kab hai' asks for the scheduled departure time of the upcoming train from Velachery, falling under service_timing. While the intent is clear, the query lacks a destination slot, requiring clarification.",acceptable_set_mismatch,1
ANN_B2_242,T2,route a1,route_stops,route_stops,route_stops|service_availability|service_timing,route_query|route_stops,True,False,,"The utterance 'route a1' specifies a designated transit service identifier ('A1') and requests its route alignment or stop sequence, which maps directly to 'route_stops'. 'route_query' is included as an acceptable secondary interpretation if construed broadly as route navigation, though the query lacks origin-destination pairs.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_247,T2,बस 54 brdwy जएग,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The query 'बस 54 brdwy जएग' ('Will bus 54 go to Broadway?') inquires whether Broadway is a stop served along the designated route of bus 54, representing a stop membership check (route_stops). Checking whether service 54 operates to Broadway is an acceptable secondary interpretation (service_availability).",acceptable_set_mismatch,1
ANN_B2_249,T2,vdpln to cntrl rt me ln chng khn krn hg,interchange_query,interchange_query,interchange_query,interchange_query|route_query,False,False,,"The user is specifically asking where to perform a line transfer ('ln chng khn krn hg' / line change kahan karna hoga) along the corridor from Vadapalani to Central, making interchange_query the primary intent, with route_query as an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_253,T2,तांबरम में train interchange के लिए platform बदलना पड़ेगा?,interchange_query,interchange_query,interchange_query,interchange_query,False,True,missing_slot,"The query specifically asks about changing platforms during a train transfer at Tambaram station, directly falling under interchange_query. Clarification is required due to missing slots regarding the specific incoming and connecting train services needed to determine if a platform change is necessary.",clarification_mismatch,1
ANN_B2_255,T2,Thiruvanmiyur से next train kab hai?,service_timing,service_timing,service_availability|service_timing,service_timing,True,True,missing_slot,"The user is asking for the departure schedule of the upcoming train from Thiruvanmiyur ('next train kab hai?'), which falls under service_timing. In the absence of dynamic indicators like live GPS or delay tracking, schedule inquiries are static timetable queries. The destination station or travel direction is omitted, constituting a missing slot.",acceptable_set_mismatch,1
ANN_B2_258,T2,Washermenpet bus schedule or route?,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,intent_ambiguity,"The query explicitly poses an alternative between 'schedule or route', resulting in genuine semantic ambiguity between timetable information (service_timing) and journey planning/routing (route_query) with no single defensible primary intent.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_259,T2,आलंदूर स्टेशन कि जानकारी,interchange_query,,accessibility|interchange_query|station_facilities,interchange_query|service_timing|station_facilities,True,True,intent_ambiguity,"The query 'आलंदूर स्टेशन कि जानकारी' ('Alandur station information') is broadly underspecified and exhibits genuine intent ambiguity. The commuter seeks general information regarding Alandur station without specifying whether they need passenger amenities/infrastructure (station_facilities), metro line transfer guidance at this key hub (interchange_query), or train operating schedules (service_timing). Consequently, no single primary label is defensible without clarification.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_261,T2,Chromepet bus schedule or route?,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,intent_ambiguity,"The utterance 'Chromepet bus schedule or route?' explicitly poses a disjunctive choice between timetable/schedule information ('schedule', corresponding to service_timing) and transit journey/path guidance ('route', corresponding to route_query). Because neither intent is uniquely indicated or prioritized over the other, there is genuine semantic ambiguity preventing a definitive primary classification.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_262,T2,anna nagar tower bus schedule or route,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,intent_ambiguity|multiple_goals,"The utterance explicitly pairs two distinct functional intents ('bus schedule' corresponding to service_timing and 'route' corresponding to route_query) using the disjunctive coordinator 'or'. Because neither intent is uniquely favored and two separate operations are requested as alternatives, no single primary label is defensible, necessitating clarification.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_265,T2,guindy morning first,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The phrase 'morning first' specifically inquires about the earliest scheduled departure or first service timetable at Guindy, falling under service_timing. Clarification is required due to missing operational slots (mode of transit and destination direction).",clarification_mismatch,1
ANN_B2_267,T2,kymbd se mrnng me phl intrcty bus kab nklg,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The user inquiry asks for the scheduled departure time of the first morning intercity bus from Koyambedu (CMBT) ('kymbd se mrnng me phl intrcty bus kab nklg'), which directly maps to timetable/schedule inquiries under service_timing. A destination slot is missing to identify the specific intercity route schedule.",clarification_mismatch,1
ANN_B2_268,T2,बस 570 gndy जएग,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The query asks in Hindi/Hinglish whether bus route 570 goes to Guindy ('बस 570 gndy जएग'), which is a stop membership check along a designated transit route (route_stops). A secondary operational interpretation checks whether the service currently runs to Guindy (service_availability).",acceptable_set_mismatch,1
ANN_B2_269,T2,29C to san thom,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The telegraphic query '29C to san thom' pairs a bus route (29C) with a destination (San Thom) without any verb or question marker. It is semantically underspecified and indeterminate among checking stop membership (route_stops), checking if service operates between them (service_availability), requesting journey routing (route_query), or asking for scheduled departure times (service_timing).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_271,T2,कहाँ से एग्मोर जाऊं?,route_query,route_query,route_query|service_availability,route_query,True,True,missing_slot,"The user is asking how/from where to travel to Egmore ('एग्मोर जाऊं'). The expressed intent is transit journey planning ('route_query'), but the origin location is missing, representing an execution gap ('missing_slot') rather than an ambiguous intent.",acceptable_set_mismatch,1
ANN_B2_273,T2,central 8:30 am,service_timing,,service_timing,route_query|service_availability|service_timing,False,True,intent_ambiguity,"The utterance 'central 8:30 am' provides only an entity (Central) and a timestamp (8:30 am) without an operative verb or functional intent marker. Under Section 4.2 of the guidelines, such underspecified queries exhibit genuine semantic ambiguity between requesting schedule/departures (service_timing), seeking journey planning to/from Central (route_query), and inquiring about service operation at that time (service_availability). No single primary label is defensible.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_275,T2,बस 102 sholinganallur जाएगी?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The commuter asks whether a designated transit service ('बस 102') serves or goes to a specific destination/stop ('sholinganallur'). This constitutes a stop membership check along a designated route, directly matching the guidelines for route_stops (analogous to 'Does the 570 bus halt at Thoraipakkam?'). Inquiring whether the service operates to that point provides a secondary reading of service_availability.",acceptable_set_mismatch,1
ANN_B2_277,T2,बस 21G guindy जाएगी?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The user is inquiring whether bus route 21G stops at or goes to Guindy, which represents a stop membership check along a designated transit route (route_stops). Secondarily, it can be understood as an inquiry into whether service on this route operates to Guindy (service_availability).",acceptable_set_mismatch,1
ANN_B2_278,T2,Mambalam bus schedule or route?,service_timing,,route_query|route_stops|service_timing,route_query|service_timing,True,True,intent_ambiguity,"The utterance 'Mambalam bus schedule or route?' explicitly poses an alternative question between timetable information ('schedule' -> service_timing) and journey navigation ('route' -> route_query). Because neither intent is uniquely favored, primary_label is null and clarification is required due to intent_ambiguity.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_281,T2,Anna Nagar Tower se Central badalna kahan padega?,interchange_query,route_query,interchange_query,interchange_query|route_query,False,False,,"The user seeks journey planning and transit directions between an origin (Anna Nagar Tower) and a destination (Central), asking where a transfer occurs along the route. Under Section 3.2 boundary rules, inquiries about traveling across town are classified primarily as route_query, while interchange_query is a valid secondary label due to the explicit focus on the transfer point ('badalna kahan padega').",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_282,T2,A1 to war memorial,route_stops,route_stops,route_stops,route_query|route_stops|service_availability,False,True,intent_ambiguity,"The query couples a designated bus route identifier ('A1') with a transit destination/stop ('war memorial'). The primary semantic interpretation is a stop membership inquiry under route_stops (checking whether route A1 serves or halts at War Memorial). Because the utterance is telegraphic and lacks an explicit verb or question frame, it also validly admits secondary interpretations as a journey planning request (route_query) or an operational service check (service_availability), necessitating clarification.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_283,T2,Route 23C?,route_stops,,route_stops|service_availability|service_timing,route_query|route_stops|service_availability|service_timing,True,True,intent_ambiguity,"The query 'Route 23C?' consists solely of an isolated transit route identifier and a question mark with no predicate or question word. In accordance with Section 4.2 on genuine intent ambiguity, this surface form is semantically indeterminate among inquiring about the route's intermediate stops/path (route_stops), journey planning or origin/destination (route_query), schedule/timings (service_timing), and operational status (service_availability).",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_286,T2,agar metro smart card se travel kare to token ke comparison me kitna discount milta hai?,ticketing_rules,ticketing_rules,ticketing_rules,fare_query|ticketing_rules,False,False,,"The inquiry specifically asks about the fare policy and concession/discount percentage applicable to smart card travel versus paper/token ticketing, falling under ticketing_rules, with fare_query as an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_288,T2,Is Central station open right now?,service_availability,realtime_status_query,service_availability|service_timing,realtime_status_query|service_timing,True,False,,"The user explicitly inquires about the current, instantaneous operational state of Chennai Central station ('open right now'), which directly represents a realtime_status_query. Checking whether the current time falls within scheduled operating hours under service_timing serves as a valid secondary interpretation.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_292,T2,kymbd mffsl stnd s lst mdnght bs kb tak mil skt h,service_timing,service_timing,service_timing,service_availability|service_timing,False,True,missing_slot,"The commuter is inquiring in Hinglish about the schedule/cutoff hour for the last midnight bus departing from Koyambedu Mofussil Stand ('kymbd mffsl stnd s lst mdnght bs kb tak mil skt h'), which maps primarily to service_timing (first/last service hours). Because the intended destination is not specified, a missing destination slot prevents execution without clarification.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_294,T2,kymbd se alndr drct srvc hai ya chg,service_availability,service_availability,service_availability,route_query|service_availability,False,False,,"The commuter asks whether direct transit service operates between Koyambedu and Alandur or if a change is needed ('kymbd se alndr drct srvc hai ya chg'). Under Section 3.1, a binary/operational check on whether direct service exists between two points is primarily classified as service_availability, with route_query as a secondary acceptable interpretation.",acceptable_set_mismatch,1
ANN_B2_296,T2,Beach se tambrum,route_query,route_query,route_query|service_availability|service_timing,route_query,True,False,,"The utterance 'Beach se tambrum' specifies an origin ('Beach') and destination ('Tambaram') in Hindi/Hinglish, expressing an inquiry for transit directions and journey planning between two locations.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_298,T2,Is there a direct bus or train from Adyar to Koyambedu?,service_availability,service_availability,service_availability,route_query|service_availability,False,False,,"The utterance is a binary operational inquiry asking whether direct transit service (bus or train) exists between Adyar and Koyambedu, which maps primarily to service_availability per Section 3.1. Route_query is included as an acceptable secondary interpretation because the inquiry also pertains to origin-destination travel planning.",acceptable_set_mismatch,1
ANN_B2_299,T2,Alandur to anywhere mtro,route_query,route_query,route_query|route_stops|service_availability,route_query,True,True,missing_slot,"The query expresses a journey planning request from origin Alandur by metro using the standard route pattern ('[Origin] to [Destination]'), but specifies an open/unspecified destination ('anywhere'), requiring clarification due to a missing destination slot.",acceptable_set_mismatch,1
ANN_B2_300,T2,बस A1 besant nagar जाएगी?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,The user is inquiring whether a specific designated bus route ('A1') serves or halts at a specific location ('Besant Nagar'). This functions primarily as a stop membership check along a transit route (route_stops). A secondary interpretation checking whether the service is actively operating to that destination allows service_availability as an acceptable candidate.,acceptable_set_mismatch,1
ANN_B2_301,T2,114 to koyambedu ,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '114 to koyambedu' is an underspecified keyword query containing a route number ('114') and a destination ('koyambedu') without an explicit verb or question marker. It is semantically indeterminate among checking stop membership or route alignment (route_stops), querying schedule/timetable departures (service_timing), checking whether service operates on that corridor (service_availability), or requesting journey directions (route_query).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_302,T2,Anna Nagar Tower se sntrl direct service hai ya change,service_availability,service_availability,service_availability,route_query|service_availability,False,False,,"The user asks whether direct service operates between Anna Nagar Tower and Central or if a change/transfer is needed. Per Section 3.1, binary inquiries checking whether direct service exists/operates between two points map primarily to service_availability. Route_query is a valid secondary interpretation as it pertains to journey routing structure.",acceptable_set_mismatch,1
ANN_B2_303,T2,बस 19b siruseri जाएगी,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The user is asking whether bus route 19B goes to / serves Siruseri ('बस 19b siruseri जाएगी'), which is a stop membership check for a designated transit route (route_stops). A secondary interpretation could be an inquiry about whether service is operating to that destination (service_availability).",acceptable_set_mismatch,1
ANN_B2_304,T2,where should i interchange between mylapore and velachery,interchange_query,route_query,interchange_query,interchange_query|route_query,False,False,,"The commuter is asking for journey planning guidance between an origin and destination across town (Mylapore and Velachery) by inquiring where to transfer along the way. Under Boundary Rule 3.2, across-town journey planning falls under route_query, while interchange_query is a plausible secondary label due to the explicit phrasing focusing on the interchange station.",primary_mismatch|acceptable_set_mismatch,2
