utterance_id,semantic_scenario_id,contrast_group_id,semantic_family_id,family_id,paraphrase_group_id,query,clean_query,language_class,language,script,code_switch_level,noise_level,noise_type,semantic_operation,semantic_subtype,T2_label,T3_label,slots_json,canonical_entities_json,answerability_status,ambiguity_type,clarification_required,acceptable_secondary_labels,generation_method,author_source,human_reviewed,review_status
GB1_00414,HB_MODE_AVAILABILITY_46615,CG_ROUTE_AVAIL_XFER_MORE_004,avail_more,avail_more_en,PG_avail_more_en,Is there a direct bus or train from Besant Nagar to Central?,Is there a direct bus or train from Besant Nagar to Central?,EN,en,Latn,CS0,N0,clean,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00415,HB_INTERCHANGE_TRANSFER_63833,CG_ROUTE_AVAIL_XFER_MORE_004,xfer_more,xfer_more_en,PG_xfer_more_en,Where should I interchange between Besant Nagar and Central?,Where should I interchange between Besant Nagar and Central?,EN,en,Latn,CS0,N0,clean,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00416,HB_POINT_TO_POINT_ROUTE_14031,CG_ROUTE_AVAIL_XFER_MORE_005,p2p_more,p2p_more_en,PG_p2p_more_en,How do I reach Airport from T. Nagar by transit?,How do I reach Airport from T. Nagar by transit?,EN,en,Latn,CS0,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00417,HB_MODE_AVAILABILITY_28216,CG_ROUTE_AVAIL_XFER_MORE_005,avail_more,avail_more_en,PG_avail_more_en,Is there a direct bus or train from T. Nagar to Airport?,Is there a direct bus or train from T. Nagar to Airport?,EN,en,Latn,CS0,N0,clean,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00418,HB_INTERCHANGE_TRANSFER_38749,CG_ROUTE_AVAIL_XFER_MORE_005,xfer_more,xfer_more_en,PG_xfer_more_en,where should i interchange between t nagar and airport,Where should I interchange between T. Nagar and Airport?,EN,en,Latn,CS0,N1,casing_and_punctuation_normalization,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00419,HB_POINT_TO_POINT_ROUTE_94723,CG_ROUTE_AVAIL_XFER_MORE_006,p2p_more,p2p_more_en,PG_p2p_more_en,How do I reach Marina Beach from Anna Nagar by transit?,How do I reach Marina Beach from Anna Nagar by transit?,EN,en,Latn,CS0,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00420,HB_MODE_AVAILABILITY_31265,CG_ROUTE_AVAIL_XFER_MORE_006,avail_more,avail_more_en,PG_avail_more_en,Is there a direct bus or tren from Anna Nagar to Marina Beach,Is there a direct bus or train from Anna Nagar to Marina Beach?,EN,en,Latn,CS0,N2,phonetic_transliteration_misspelling,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00421,HB_INTERCHANGE_TRANSFER_35043,CG_ROUTE_AVAIL_XFER_MORE_006,xfer_more,xfer_more_en,PG_xfer_more_en,Where should I interchange between Anna Nagar and Marina Beach?,Where should I interchange between Anna Nagar and Marina Beach?,EN,en,Latn,CS0,N0,clean,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00422,HB_POINT_TO_POINT_ROUTE_39153,CG_ROUTE_AVAIL_XFER_MORE_007,p2p_more,p2p_more_en,PG_p2p_more_en,how do i reach central from porur by transit,How do I reach Central from Porur by transit?,EN,en,Latn,CS0,N1,casing_and_punctuation_normalization,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00423,HB_MODE_AVAILABILITY_77133,CG_ROUTE_AVAIL_XFER_MORE_007,avail_more,avail_more_en,PG_avail_more_en,Is there a direct bus or train from Porur to Central?,Is there a direct bus or train from Porur to Central?,EN,en,Latn,CS0,N0,clean,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00424,HB_INTERCHANGE_TRANSFER_81189,CG_ROUTE_AVAIL_XFER_MORE_007,xfer_more,xfer_more_en,PG_xfer_more_en,whr shld i xchng btwn prr and cntrl,Where should I interchange between Porur and Central?,EN,en,Latn,CS0,N4,vowel_omission_and_truncation,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00425,HB_POINT_TO_POINT_ROUTE_97099,CG_ROUTE_AVAIL_XFER_MORE_008,p2p_more,p2p_more_en,PG_p2p_more_en,how do i rch gndy frm prmbr by trnst,How do I reach Guindy from Perambur by transit?,EN,en,Latn,CS0,N5,commuter_sms_chat_shorthand,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00426,HB_MODE_AVAILABILITY_32590,CG_ROUTE_AVAIL_XFER_MORE_008,avail_more,avail_more_en,PG_avail_more_en,is thr a drct bus or trn from prmbr to gndy,Is there a direct bus or train from Perambur to Guindy?,EN,en,Latn,CS0,N4,vowel_omission_and_truncation,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00427,HB_INTERCHANGE_TRANSFER_60331,CG_ROUTE_AVAIL_XFER_MORE_008,xfer_more,xfer_more_en,PG_xfer_more_en,Where should I interchange between Perambur and Guindy?,Where should I interchange between Perambur and Guindy?,EN,en,Latn,CS0,N0,clean,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00428,HB_POINT_TO_POINT_ROUTE_79481,CG_ROUTE_AVAIL_XFER_MORE_009,p2p_more,p2p_more_en,PG_p2p_more_en,How do I reach Koyambedu from Adyar by tarnsit?,How do I reach Koyambedu from Adyar by transit?,EN,en,Latn,CS0,N3,keyboard_adjacent_typo,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00429,HB_MODE_AVAILABILITY_07544,CG_ROUTE_AVAIL_XFER_MORE_009,avail_more,avail_more_en,PG_avail_more_en,Is there a direct bus or train from Adyar to Koyambedu?,Is there a direct bus or train from Adyar to Koyambedu?,EN,en,Latn,CS0,N0,clean,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00430,HB_INTERCHANGE_TRANSFER_38640,CG_ROUTE_AVAIL_XFER_MORE_009,xfer_more,xfer_more_en,PG_xfer_more_en,Where should I interchange between Adyar and Koyambedu?,Where should I interchange between Adyar and Koyambedu?,EN,en,Latn,CS0,N0,clean,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00431,HB_POINT_TO_POINT_ROUTE_19591,CG_ROUTE_AVAIL_XFER_MORE_010,p2p_more,p2p_more_en,PG_p2p_more_en,how do i rch brdwy from klmbkkm by trnst,How do I reach Broadway from Kilambakkam by transit?,EN,en,Latn,CS0,N4,vowel_omission_and_truncation,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00432,HB_MODE_AVAILABILITY_08859,CG_ROUTE_AVAIL_XFER_MORE_010,avail_more,avail_more_en,PG_avail_more_en,Is there a direct bus or tren from Kilambakkam to Broadway,Is there a direct bus or train from Kilambakkam to Broadway?,EN,en,Latn,CS0,N2,phonetic_transliteration_misspelling,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00433,HB_INTERCHANGE_TRANSFER_54081,CG_ROUTE_AVAIL_XFER_MORE_010,xfer_more,xfer_more_en,PG_xfer_more_en,Where should I interchange between Kilambakkam and Boradway?,Where should I interchange between Kilambakkam and Broadway?,EN,en,Latn,CS0,N3,keyboard_adjacent_typo,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,none,False,[],grounded_template_instantiation,grounded_minimal_pair,True,approved
GB1_00434,HB_POINT_TO_POINT_ROUTE_65902,,ambig_od,ambig_od_hi_latn,PG_ambig_od_hi_latn,Central se Airport metro?,Central se Airport metro?,HI_LATN,hi,Latn,CS2,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00435,HB_POINT_TO_POINT_ROUTE_39033,,ambig_od,ambig_od_en,PG_ambig_od_en,Guindy to Koyambedu train?,Guindy to Koyambedu train?,EN,en,Latn,CS0,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00436,HB_POINT_TO_POINT_ROUTE_20918,,ambig_od,ambig_od_hi_deva,PG_ambig_od_hi_deva,चेन्नई सेंट्रल से एयरपोर्ट मेट्रो?,चेन्नई सेंट्रल से एयरपोर्ट मेट्रो?,HI_DEVA,hi,Deva,CS0,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00437,HB_POINT_TO_POINT_ROUTE_10977,,ambig_od,ambig_od_en,PG_ambig_od_en,Tambaram to Broadway bsu?,Tambaram to Broadway bus?,EN,en,Latn,CS0,N3,keyboard_adjacent_typo,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00438,HB_POINT_TO_POINT_ROUTE_67326,,ambig_od,ambig_od_hi_latn,PG_ambig_od_hi_latn,Alandur se Egmore?,Alandur se Egmore?,HI_LATN,hi,Latn,CS2,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation"", ""interchange_transfer""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00439,HB_POINT_TO_POINT_ROUTE_15991,,ambig_od,ambig_od_en,PG_ambig_od_en,thrmnglm to sdpt,Thirumangalam to Saidapet?,EN,en,Latn,CS0,N4,vowel_omission_and_truncation,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00440,HB_POINT_TO_POINT_ROUTE_38479,,ambig_od,ambig_od_hi_latn,PG_ambig_od_hi_latn,CMBT se Ariport?,CMBT se Airport?,HI_LATN,hi,Latn,CS2,N3,keyboard_adjacent_typo,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00441,HB_POINT_TO_POINT_ROUTE_98664,,ambig_od,ambig_od_hi_latn,PG_ambig_od_hi_latn,Beach se tambrum,Beach se Tambaram?,HI_LATN,hi,Latn,CS2,N2,phonetic_transliteration_misspelling,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00442,HB_POINT_TO_POINT_ROUTE_07530,,ambig_od,ambig_od_hi_latn,PG_ambig_od_hi_latn,Koyambedu se Vadapalani metro?,Koyambedu se Vadapalani metro?,HI_LATN,hi,Latn,CS2,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00443,HB_POINT_TO_POINT_ROUTE_93003,,ambig_od,ambig_od_hi_latn,PG_ambig_od_hi_latn,Anna Nagar se Central?,Anna Nagar se Central?,HI_LATN,hi,Latn,CS2,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,underspecified_od_intent,True,"[""mode_availability"", ""fare_calculation"", ""interchange_transfer""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00444,HB_ROUTE_STOP_MEMBERSHIP_32305,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,21G Tambaram?,21G Tambaram?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00445,HB_ROUTE_STOP_MEMBERSHIP_97836,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,102 Adyar?,102 Adyar?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00446,HB_ROUTE_STOP_MEMBERSHIP_26643,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,570 Guindy?,570 Guindy?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00447,HB_ROUTE_STOP_MEMBERSHIP_14331,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,114 Thirumangalam?,114 Thirumangalam?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00448,HB_ROUTE_STOP_MEMBERSHIP_03110,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,29C Mylapore?,29C Mylapore?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00449,HB_ROUTE_STOP_MEMBERSHIP_48261,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,54 Poonamalli,54 Poonamallee?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00450,HB_ROUTE_STOP_MEMBERSHIP_84295,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,a1 cntrl,A1 Central?,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00451,HB_ROUTE_STOP_MEMBERSHIP_25284,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,19b srsr,19B Siruseri?,HINGLISH_LATN,hi,Latn,CS3,N4,vowel_omission_and_truncation,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00452,HB_ROUTE_STOP_MEMBERSHIP_76445,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,blue line airport,Blue Line Airport?,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00453,HB_ROUTE_STOP_MEMBERSHIP_39171,,ambig_route_stop,ambig_route_stop_hinglish_latn,PG_ambig_route_stop_hinglish_latn,Green Line sntrl,Green Line Central?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,route_stop_elliptical,True,"[""scheduled_departure"", ""route_stop_sequence""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00454,HB_INTERCHANGE_TRANSFER_71200,,ambig_stn,ambig_stn_en,PG_ambig_stn_en,Alandur station info?,Alandur station info?,EN,en,Latn,CS0,N0,clean,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,station_context_underspecified,True,"[""station_facilities"", ""station_accessibility""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00455,HB_STATION_FACILITIES_53987,,ambig_stn,ambig_stn_en,PG_ambig_stn_en,cntrl mtro stn fclts,Central metro station facilities?,EN,en,Latn,CS0,N4,vowel_omission_and_truncation,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,station_context_underspecified,True,"[""station_accessibility"", ""interchange_transfer""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00456,HB_STATION_FACILITIES_07213,,ambig_stn,ambig_stn_en,PG_ambig_stn_en,Guindy metro services?,Guindy metro services?,EN,en,Latn,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,station_context_underspecified,True,"[""station_accessibility"", ""interchange_transfer""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00457,HB_STATION_FACILITIES_67686,,ambig_stn,ambig_stn_en,PG_ambig_stn_en,kymbd stn amnts,Koyambedu station amenities?,EN,en,Latn,CS0,N4,vowel_omission_and_truncation,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,station_context_underspecified,True,"[""station_accessibility"", ""interchange_transfer""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00458,HB_INTERCHANGE_TRANSFER_66167,,ambig_stn,ambig_stn_hi_deva,PG_ambig_stn_hi_deva,आलंदूर स्टेशन कि जानकारी,आलंदूर स्टेशन की जानकारी?,HI_DEVA,hi,Deva,CS0,N2,phonetic_transliteration_misspelling,GET_INTERCHANGE_DETAILS,interchange,interchange_query,interchange_transfer,{},[],ANSWERABLE_AFTER_MANUAL_VERIFICATION,station_context_underspecified,True,"[""station_facilities"", ""station_accessibility""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00459,HB_STATION_FACILITIES_73946,,ambig_stn,ambig_stn_hi_deva,PG_ambig_stn_hi_deva,सेंट्रल मेट्रो स्टेशन सुविधा,सेंट्रल मेट्रो स्टेशन सुविधा?,HI_DEVA,hi,Deva,CS0,N1,casing_and_punctuation_normalization,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,station_context_underspecified,True,"[""station_accessibility"", ""interchange_transfer""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00460,HB_FIRST_AND_LAST_SERVICE_41239,,ambig_time,ambig_time_en,PG_ambig_time_en,Guindy metro timing?,Guindy metro timing?,EN,en,Latn,CS0,N0,clean,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,temporal_underspecified,True,"[""service_frequency"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00461,HB_FIRST_AND_LAST_SERVICE_08379,,ambig_time,ambig_time_en,PG_ambig_time_en,Central train tmiing?,Central train timing?,EN,en,Latn,CS0,N3,keyboard_adjacent_typo,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,temporal_underspecified,True,"[""service_frequency"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00462,HB_FIRST_AND_LAST_SERVICE_57752,,ambig_time,ambig_time_hi_latn,PG_ambig_time_hi_latn,airport metro ka time kya hai,Airport metro ka time kya hai?,HI_LATN,hi,Latn,CS2,N1,casing_and_punctuation_normalization,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,temporal_underspecified,True,"[""service_frequency"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00463,HB_FIRST_AND_LAST_SERVICE_19261,,ambig_time,ambig_time_hi_deva,PG_ambig_time_hi_deva,गिंडि मेट्रो का समय,गिंडी मेट्रो का समय?,HI_DEVA,hi,Deva,CS0,N2,phonetic_transliteration_misspelling,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,temporal_underspecified,True,"[""service_frequency"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00464,HB_FIRST_AND_LAST_SERVICE_50802,,ambig_time,ambig_time_hinglish_latn,PG_ambig_time_hinglish_latn,Tambaram local timing?,Tambaram local timing?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,temporal_underspecified,True,"[""service_frequency"", ""scheduled_departure""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00465,HB_SCHEDULED_DEPARTURE_64097,,ambig_time,ambig_time_hinglish_latn,PG_ambig_time_hinglish_latn,21g bs tym,21G bus time?,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,{},[],ANSWERABLE_NOW,temporal_underspecified,True,"[""service_frequency"", ""first_and_last_service""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00466,HB_FARE_CALCULATION_63393,,ambig_fare,ambig_fare_en,PG_ambig_fare_en,mtro trvl pss rt,Metro travel pass rate?,EN,en,Latn,CS0,N5,commuter_sms_chat_shorthand,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,tariff_vs_policy_underspecified,True,"[""ticketing_and_passes""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00467,HB_FARE_CALCULATION_52440,,ambig_fare,ambig_fare_en,PG_ambig_fare_en,MTC monthly card price?,MTC monthly card price?,EN,en,Latn,CS0,N0,clean,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,tariff_vs_policy_underspecified,True,"[""ticketing_and_passes""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00468,HB_FARE_CALCULATION_58368,,ambig_fare,ambig_fare_hi_deva,PG_ambig_fare_hi_deva,स्मार्ट कार्ड का खर्च कितना है,स्मार्ट कार्ड का खर्च कितना है?,HI_DEVA,hi,Deva,CS0,N2,phonetic_transliteration_misspelling,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,tariff_vs_policy_underspecified,True,"[""ticketing_and_passes""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00469,HB_FARE_CALCULATION_04950,,ambig_fare,ambig_fare_hi_latn,PG_ambig_fare_hi_latn,smart card ka kitna lagega,smart card ka kitna lagega?,HI_LATN,hi,Latn,CS2,N1,casing_and_punctuation_normalization,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,tariff_vs_policy_underspecified,True,"[""ticketing_and_passes""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
GB1_00470,HB_FARE_CALCULATION_13469,,ambig_fare,ambig_fare_hinglish_latn,PG_ambig_fare_hinglish_latn,student concession ktna hai,student concession kitna hai?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,tariff_vs_policy_underspecified,True,"[""ticketing_and_passes""]",grounded_template_instantiation,grounded_ambiguity_study,True,approved
