utterance_id,semantic_scenario_id,contrast_group_id,semantic_family_id,family_id,paraphrase_group_id,query,clean_query,language_class,language,script,code_switch_level,noise_level,noise_type,semantic_operation,semantic_subtype,T2_label,T3_label,slots_json,canonical_entities_json,answerability_status,ambiguity_type,clarification_required,acceptable_secondary_labels,generation_method,author_source,human_reviewed,review_status,factual_grounding_status,topology_source,topology_status
GB1_01807,HB_ROUTE_STOP_MEMBERSHIP_33263,,base_route_stop_membership_hinglish_latn,base_route_stop_membership_hinglish_latn_hinglish_latn,PG_base_route_stop_membership_hinglish_latn_hinglish_latn,Is Thiruvanmiyur on the line of rout A1,Is Thiruvanmiyur on the line of route A1?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,"{""origin"": ""BUS_3247310920"", ""route_number"": ""A1""}","[{""surface"": ""Thiruvanmiyur"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_3247310920"", ""canonical_name"": ""Thiruvanmiyur"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}, {""surface"": ""route A1"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_23869"", ""canonical_name"": ""A1"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,PROVISIONAL,representative_route_stops,provisional
GB1_01808,HB_ROUTE_STOP_MEMBERSHIP_12662,,base_route_stop_membership_hinglish_latn,base_route_stop_membership_hinglish_latn_hinglish_latn,PG_base_route_stop_membership_hinglish_latn_hinglish_latn,Is Kelambakkam on the line of rout 19B,Is Kelambakkam on the line of route 19B?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,"{""origin"": ""BUS_1065815351"", ""route_number"": ""19B""}","[{""surface"": ""Kelambakkam"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_1065815351"", ""canonical_name"": ""Kelambakkam Bus Station"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}, {""surface"": ""route 19B"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_10696"", ""canonical_name"": ""19B"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,PROVISIONAL,representative_route_stops,provisional
GB1_01809,HB_ROUTE_STOP_MEMBERSHIP_97587,,base_route_stop_membership_hinglish_latn,base_route_stop_membership_hinglish_latn_hinglish_latn,PG_base_route_stop_membership_hinglish_latn_hinglish_latn,is arprt on the line of rt blue line,Is Airport on the line of route Blue Line?,HINGLISH_LATN,hi,Latn,CS3,N4,vowel_omission_and_truncation,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,"{""origin"": ""HUB_CHENNAI_INTERNATIONAL_AIRPORT"", ""route_number"": ""Blue Line""}","[{""surface"": ""Airport"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_CHENNAI_INTERNATIONAL_AIRPORT"", ""canonical_name"": ""Chennai International Airport"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}, {""surface"": ""Blue Line"", ""entity_type"": ""transport_route"", ""canonical_id"": ""CMRL_BLUE_CORRIDOR_1"", ""canonical_name"": ""Blue Line"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,representative_route_stops,canonical_match
GB1_01810,HB_ROUTE_STOP_MEMBERSHIP_44972,,base_route_stop_membership_hinglish_latn,base_route_stop_membership_hinglish_latn_hinglish_latn,PG_base_route_stop_membership_hinglish_latn_hinglish_latn,Is sntrl on the line of route Green Line,Is Central on the line of route Green Line?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,CHECK_STOP_ON_ROUTE,membership,route_stops,route_stop_membership,"{""origin"": ""HUB_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL"", ""route_number"": ""Green Line""}","[{""surface"": ""Central"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL"", ""canonical_name"": ""Puratchi Thalaivar Dr. M. G. Ramachandran Central"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}, {""surface"": ""Green Line"", ""entity_type"": ""transport_route"", ""canonical_id"": ""CMRL_GREEN_CORRIDOR_2"", ""canonical_name"": ""Green Line"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,PROVISIONAL,representative_route_stops,provisional
GB1_01751,HB_ROUTE_STOP_SEQUENCE_21356,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,show all station halts along 21g service,Show all station halts along 21G service,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""21G""}","[{""surface"": ""21G"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_23750"", ""canonical_name"": ""21G"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01752,HB_ROUTE_STOP_SEQUENCE_73543,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,Show all station halts along 102 service,Show all station halts along 102 service,HINGLISH_LATN,hi,Latn,CS3,N0,clean,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""102""}","[{""surface"": ""102"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_16861"", ""canonical_name"": ""102"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01753,HB_ROUTE_STOP_SEQUENCE_93265,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,Show all stn halts along 570 service,Show all station halts along 570 service,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""570""}","[{""surface"": ""570"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_17967"", ""canonical_name"": ""570"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01754,HB_ROUTE_STOP_SEQUENCE_90283,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,show all stn hlts alng 114 srvc,Show all station halts along 114 service,HINGLISH_LATN,hi,Latn,CS3,N4,vowel_omission_and_truncation,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""114""}","[{""surface"": ""114"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_17800"", ""canonical_name"": ""114"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01755,HB_ROUTE_STOP_SEQUENCE_58214,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,Show all station halts along 29C service,Show all station halts along 29C service,HINGLISH_LATN,hi,Latn,CS3,N0,clean,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""29C""}","[{""surface"": ""29C"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_18789"", ""canonical_name"": ""29C"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01756,HB_ROUTE_STOP_SEQUENCE_94283,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,show all stn hlts alng 54 srvc,Show all station halts along 54 service,HINGLISH_LATN,hi,Latn,CS3,N4,vowel_omission_and_truncation,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""54""}","[{""surface"": ""54"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_23854"", ""canonical_name"": ""54"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01757,HB_ROUTE_STOP_SEQUENCE_97387,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,show all stn hlts alng a1 srvc,Show all station halts along A1 service,HINGLISH_LATN,hi,Latn,CS3,N4,vowel_omission_and_truncation,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""A1""}","[{""surface"": ""A1"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_23869"", ""canonical_name"": ""A1"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01758,HB_ROUTE_STOP_SEQUENCE_54063,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,Show all stn halts along 19B service,Show all station halts along 19B service,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""19B""}","[{""surface"": ""19B"", ""entity_type"": ""transport_route"", ""canonical_id"": ""GTFS_ROUTE_10696"", ""canonical_name"": ""19B"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01759,HB_ROUTE_STOP_SEQUENCE_75749,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,show all station halts along blue line service,Show all station halts along Blue Line service,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""Blue Line""}","[{""surface"": ""Blue Line"", ""entity_type"": ""transport_route"", ""canonical_id"": ""CMRL_BLUE_CORRIDOR_1"", ""canonical_name"": ""Blue Line"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01760,HB_ROUTE_STOP_SEQUENCE_80372,,base_route_stop_sequence_hinglish_latn,base_route_stop_sequence_hinglish_latn_hinglish_latn,PG_base_route_stop_sequence_hinglish_latn_hinglish_latn,Show all stn halts along Green Line service,Show all station halts along Green Line service,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,LIST_ROUTE_STOPS,sequence,route_stops,route_stop_sequence,"{""route_number"": ""Green Line""}","[{""surface"": ""Green Line"", ""entity_type"": ""transport_route"", ""canonical_id"": ""CMRL_GREEN_CORRIDOR_2"", ""canonical_name"": ""Green Line"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""route""}]",ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01951,HB_SCHEDULED_DEPARTURE_47954,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,timetable departure time at central around 0730,Timetable departure time at Central around 07:30,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""HUB_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL""}","[{""surface"": ""Central"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL"", ""canonical_name"": ""Puratchi Thalaivar Dr. M. G. Ramachandran Central"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01952,HB_SCHEDULED_DEPARTURE_29116,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,Timetable departure time at Guindy around 08:15,Timetable departure time at Guindy around 08:15,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""HUB_GUINDY""}","[{""surface"": ""Guindy"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_GUINDY"", ""canonical_name"": ""Guindy"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01953,HB_SCHEDULED_DEPARTURE_27662,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,Timetable departure tym at Alandur around 0900,Timetable departure time at Alandur around 09:00,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""HUB_ALANDUR""}","[{""surface"": ""Alandur"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_ALANDUR"", ""canonical_name"": ""Alandur"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01954,HB_SCHEDULED_DEPARTURE_83444,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,Timetable departure time at Tambaram around 17:45,Timetable departure time at Tambaram around 17:45,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""HUB_TAMBARAM""}","[{""surface"": ""Tambaram"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_TAMBARAM"", ""canonical_name"": ""Tambaram"", ""operator"": ""SR"", ""mode"": ""suburban_rail"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01955,HB_SCHEDULED_DEPARTURE_54895,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,tmtbl dprtr tym at brdwy rnd 1830,Timetable departure time at Broadway around 18:30,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""BUS_840""}","[{""surface"": ""Broadway"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_840"", ""canonical_name"": ""Broadway"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01956,HB_SCHEDULED_DEPARTURE_26591,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,tmtbl dprtr time at cmbt arnd 0730,Timetable departure time at CMBT around 07:30,HINGLISH_LATN,hi,Latn,CS3,N4,vowel_omission_and_truncation,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""HUB_CMBT""}","[{""surface"": ""CMBT"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_CMBT"", ""canonical_name"": ""CMBT"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01957,HB_SCHEDULED_DEPARTURE_71753,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,timetable departure time at anna nagar tower around 0815,Timetable departure time at Anna Nagar Tower around 08:15,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""METRO_ANNA_NAGAR_TOWER""}","[{""surface"": ""Anna Nagar Tower"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_ANNA_NAGAR_TOWER"", ""canonical_name"": ""Anna Nagar Tower"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01958,HB_SCHEDULED_DEPARTURE_48178,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,Timetable departure time at Thirumangalam around 0:900,Timetable departure time at Thirumangalam around 09:00,HINGLISH_LATN,hi,Latn,CS3,N3,keyboard_adjacent_typo,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""METRO_THIRUMANGALAM""}","[{""surface"": ""Thirumangalam"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_THIRUMANGALAM"", ""canonical_name"": ""Thirumangalam"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01959,HB_SCHEDULED_DEPARTURE_18099,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,tmtbl dprtr tym at klpk rnd 1745,Timetable departure time at Kilpauk around 17:45,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""METRO_KILPAUK""}","[{""surface"": ""Kilpauk"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_KILPAUK"", ""canonical_name"": ""Kilpauk"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_01960,HB_SCHEDULED_DEPARTURE_44730,,base_scheduled_departure_hinglish_latn,base_scheduled_departure_hinglish_latn_hinglish_latn,PG_base_scheduled_departure_hinglish_latn_hinglish_latn,Timetable departure time at Washermenpet around 18:30,Timetable departure time at Washermenpet around 18:30,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,"{""origin"": ""HUB_WASHERMANPET""}","[{""surface"": ""Washermenpet"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_WASHERMANPET"", ""canonical_name"": ""Washermanpet"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_02156,HB_STATION_ACCESSIBILITY_85167,,base_station_accessibility_hinglish_latn,base_station_accessibility_hinglish_latn_hinglish_latn,PG_base_station_accessibility_hinglish_latn_hinglish_latn,Accessibility infrastructure like lifts and tactile paving at sntrl,Accessibility infrastructure like lifts and tactile paving at Central,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL""}","[{""surface"": ""Central"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL"", ""canonical_name"": ""Puratchi Thalaivar Dr. M. G. Ramachandran Central"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_02157,HB_STATION_ACCESSIBILITY_55027,,base_station_accessibility_hinglish_latn,base_station_accessibility_hinglish_latn_hinglish_latn,PG_base_station_accessibility_hinglish_latn_hinglish_latn,Accessibility infrastructure like lifts and tactile paving at Guindy,Accessibility infrastructure like lifts and tactile paving at Guindy,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_GUINDY""}","[{""surface"": ""Guindy"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_GUINDY"", ""canonical_name"": ""Guindy"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_02158,HB_STATION_ACCESSIBILITY_43270,,base_station_accessibility_hinglish_latn,base_station_accessibility_hinglish_latn_hinglish_latn,PG_base_station_accessibility_hinglish_latn_hinglish_latn,Accessibility infrastructure like lifts and tactile paving at Alandu,Accessibility infrastructure like lifts and tactile paving at Alandur,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_ALANDUR""}","[{""surface"": ""Alandur"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_ALANDUR"", ""canonical_name"": ""Alandur"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_02159,HB_STATION_ACCESSIBILITY_24976,,base_station_accessibility_hinglish_latn,base_station_accessibility_hinglish_latn_hinglish_latn,PG_base_station_accessibility_hinglish_latn_hinglish_latn,Accessibility infrastructure like lifts and tactile paving at Tmabaram,Accessibility infrastructure like lifts and tactile paving at Tambaram,HINGLISH_LATN,hi,Latn,CS3,N3,keyboard_adjacent_typo,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_TAMBARAM""}","[{""surface"": ""Tambaram"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_TAMBARAM"", ""canonical_name"": ""Tambaram"", ""operator"": ""SR"", ""mode"": ""suburban_rail"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_02160,HB_STATION_ACCESSIBILITY_24677,,base_station_accessibility_hinglish_latn,base_station_accessibility_hinglish_latn_hinglish_latn,PG_base_station_accessibility_hinglish_latn_hinglish_latn,Accessibility infrastructure like lifts and tactile paving at Boradway,Accessibility infrastructure like lifts and tactile paving at Broadway,HINGLISH_LATN,hi,Latn,CS3,N3,keyboard_adjacent_typo,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""BUS_840""}","[{""surface"": ""Broadway"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_840"", ""canonical_name"": ""Broadway"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_02161,HB_STATION_ACCESSIBILITY_29164,,base_station_accessibility_hinglish_latn,base_station_accessibility_hinglish_latn_hinglish_latn,PG_base_station_accessibility_hinglish_latn_hinglish_latn,Accessibility infrastructure like lifts and tactile paving at CMB,Accessibility infrastructure like lifts and tactile paving at CMBT,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_CMBT""}","[{""surface"": ""CMBT"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_CMBT"", ""canonical_name"": ""CMBT"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,TEMPLATE_GENERATED,false,UNREVIEWED,GROUNDED_FACTUAL,,
