utterance_id,semantic_scenario_id,semantic_family_id,family_id,paraphrase_group_id,taxonomy_version,taxonomy_label,semantic_operation,query,language,script,code_switch_level,noise_level,slots_json,canonical_entities_json,answerability_status,generation_method,template_id
PILOT_T3_TR_001209,,SFAM_MULTIMODAL_ROUTE_010,FAM_MULTIMODAL_ROUTE_010,PARA_MULTIMODAL_ROUTE_9_1,T3_FINE_V1,multimodal_route,PLAN_MULTIMODAL_ROUTE,"Excuse me, करुंगुझि से सेंट थॉमस माउंट बस और मेट्रो मिलाकर सबसे तेज़ मार्ग कौन सा है? (योजना F10) #6",hi,Deva,CS0,N0,"{""origin"": ""करुंगुझि"", ""destination"": ""सेंट थॉमस माउंट"", ""transport_mode"": ""बस और मेट्रो""}","{""origin_id"": ""BUS_5274698920"", ""destination_id"": ""METRO_ST__THOMAS_MOUNT""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_MULTIMODAL_ROUTE_HI_DEVA_9
PILOT_T3_TR_001210,,SFAM_REALTIME_STATUS_QUERY_001,FAM_REALTIME_STATUS_QUERY_001,PARA_REALTIME_STATUS_QUERY_0_2,T3_FINE_V1,realtime_status_query,REJECT_UNSUPPORTED_REALTIME,Could you specify Bus 21G ka real time current gps location update kahan pahuncha? [track F1]? #3,hi,Latn,CS0,N0,"{""route_number"": ""21G"", ""transport_mode"": ""bus""}","{""route_id"": ""GTFS_ROUTE_8458""}",REQUIRES_REALTIME_DATA,template_instantiation,TMPL_REALTIME_STATUS_QUERY_HI_LATN_0
PILOT_T3_TR_001211,,SFAM_ROUTE_STOP_SEQUENCE_019,FAM_ROUTE_STOP_SEQUENCE_019,PARA_ROUTE_STOP_SEQUENCE_18_1,T3_FINE_V1,route_stop_sequence,LIST_ROUTE_STOPS,Please tell: बस रूट 570 के सभी ठहरावों की क्रमबद्ध सूची दिखाएं। (क्रम F19) #2,hi,Deva,CS0,N0,"{""route_number"": ""570"", ""transport_mode"": ""बस""}","{""route_id"": ""GTFS_ROUTE_17967""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_ROUTE_STOP_SEQUENCE_HI_DEVA_18
PILOT_T3_TR_001212,,SFAM_ROUTE_STOP_MEMBERSHIP_005,FAM_ROUTE_STOP_MEMBERSHIP_005,PARA_ROUTE_STOP_MEMBERSHIP_4_1,T3_FINE_V1,route_stop_membership,CHECK_STOP_ON_ROUTE,"Excuse me, क्या बस 23C बेसेंट नगर स्टॉप पर रुकती है? (जांच F5) #6",hi,Deva,CS0,N0,"{""route_number"": ""23C"", ""stop"": ""बेसेंट नगर"", ""transport_mode"": ""बस""}","{""route_id"": ""GTFS_ROUTE_10214"", ""stop_id"": ""BUS_417750654""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_ROUTE_STOP_MEMBERSHIP_HI_DEVA_4
PILOT_T3_TR_001213,,SFAM_INTERCHANGE_TRANSFER_016,FAM_INTERCHANGE_TRANSFER_016,PARA_INTERCHANGE_TRANSFER_15_3,T3_FINE_V1,interchange_transfer,GET_INTERCHANGE_DETAILS,Could you specify Transfer walking time and directions at Saidapet multimodal terminal (F16)? #3,hi-en,Latn,CS3,N0,"{""station"": ""Saidapet"", ""facility_type"": ""interchange""}","{""station_id"": ""METRO_SAIDAPET""}",ANSWERABLE_AFTER_MANUAL_VERIFICATION,template_instantiation,TMPL_INTERCHANGE_TRANSFER_HINGLISH_LATN_15
PILOT_T3_TR_001214,,SFAM_REALTIME_STATUS_QUERY_016,FAM_REALTIME_STATUS_QUERY_016,PARA_REALTIME_STATUS_QUERY_15_3,T3_FINE_V1,realtime_status_query,REJECT_UNSUPPORTED_REALTIME,Transit query: Live crowd density and train arrival countdown at Saidapet right now (F16) #5,hi-en,Latn,CS3,N0,"{""station"": ""Saidapet"", ""transport_mode"": ""metro""}","{""station_id"": ""METRO_SAIDAPET""}",REQUIRES_REALTIME_DATA,template_instantiation,TMPL_REALTIME_STATUS_QUERY_HINGLISH_LATN_15
PILOT_T3_TR_001215,,SFAM_POINT_TO_POINT_ROUTE_006,FAM_POINT_TO_POINT_ROUTE_006,PARA_POINT_TO_POINT_ROUTE_5_2,T3_FINE_V1,point_to_point_route,PLAN_ROUTE,Quick check: koyambedu se wimco nagar depot metro se travel kaise kare? [tarika F6] #4,hi,Latn,CS0,N0,"{""origin"": ""koyambedu"", ""destination"": ""wimco nagar depot"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_KOYAMBEDU"", ""destination_id"": ""METRO_WIMCO_NAGAR""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_POINT_TO_POINT_ROUTE_HI_LATN_5
PILOT_T3_TR_001216,,SFAM_FIRST_AND_LAST_SERVICE_019,FAM_FIRST_AND_LAST_SERVICE_019,PARA_FIRST_AND_LAST_SERVICE_18_3,T3_FINE_V1,first_and_last_service,GET_FIRST_LAST_SERVICE,Please tell: First train and last train operational hours between Kilpauk and Koyambedu (F19) #2,hi-en,Latn,CS3,N0,"{""origin"": ""Kilpauk"", ""destination"": ""Koyambedu"", ""timing_type"": ""first_last"", ""transport_mode"": ""train""}","{""origin_id"": ""METRO_KILPAUK"", ""destination_id"": ""METRO_KOYAMBEDU""}",ANSWERABLE_NOW,template_instantiation,TMPL_FIRST_AND_LAST_SERVICE_HINGLISH_LATN_18
PILOT_T3_TR_001217,,SFAM_FIRST_AND_LAST_SERVICE_002,FAM_FIRST_AND_LAST_SERVICE_002,PARA_FIRST_AND_LAST_SERVICE_1_0,T3_FINE_V1,first_and_last_service,GET_FIRST_LAST_SERVICE,Could you specify What time does the earliest and latest train depart Chennai Central for Thirumangalam? [hrs F2]? #3,en,Latn,CS0,N0,"{""origin"": ""Chennai Central"", ""destination"": ""Thirumangalam"", ""timing_type"": ""first_last"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL"", ""destination_id"": ""METRO_THIRUMANGALAM""}",ANSWERABLE_NOW,template_instantiation,TMPL_FIRST_AND_LAST_SERVICE_EN_1
PILOT_T3_TR_001218,,SFAM_ROUTE_STOP_MEMBERSHIP_016,FAM_ROUTE_STOP_MEMBERSHIP_016,PARA_ROUTE_STOP_MEMBERSHIP_15_3,T3_FINE_V1,route_stop_membership,CHECK_STOP_ON_ROUTE,Transit query: Verify if Pudupattinam bus stop is covered by route 21G (F16) #5,hi-en,Latn,CS3,N0,"{""route_number"": ""21G"", ""stop"": ""Pudupattinam"", ""transport_mode"": ""bus""}","{""route_id"": ""GTFS_ROUTE_8458"", ""stop_id"": ""BUS_3616510666""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_ROUTE_STOP_MEMBERSHIP_HINGLISH_LATN_15
PILOT_T3_TR_001219,,SFAM_MODE_AVAILABILITY_007,FAM_MODE_AVAILABILITY_007,PARA_MODE_AVAILABILITY_6_0,T3_FINE_V1,mode_availability,CHECK_SERVICE_AVAILABILITY,"Excuse me, Are there direct public transport options from Vadapalani to Thiruvanmiyur? [avail F7] #6",en,Latn,CS0,N0,"{""origin"": ""Vadapalani"", ""destination"": ""Thiruvanmiyur"", ""transport_mode"": ""any""}","{""origin_id"": ""METRO_VADAPALANI"", ""destination_id"": ""BUS_3247310920""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_MODE_AVAILABILITY_EN_6
PILOT_T3_TR_001220,,SFAM_FARE_CALCULATION_003,FAM_FARE_CALCULATION_003,PARA_FARE_CALCULATION_2_2,T3_FINE_V1,fare_calculation,CALCULATE_FARE,Could you specify guindy se anna nagar tower metro ride ka standard ticket cost kitna hoga? [kiraya F3]? #3,hi,Latn,CS0,N0,"{""origin"": ""guindy"", ""destination"": ""anna nagar tower"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_GUINDY"", ""destination_id"": ""METRO_ANNA_NAGAR_TOWER""}",ANSWERABLE_NOW,template_instantiation,TMPL_FARE_CALCULATION_HI_LATN_2
PILOT_T3_TR_001221,,SFAM_TICKETING_AND_PASSES_007,FAM_TICKETING_AND_PASSES_007,PARA_TICKETING_AND_PASSES_6_1,T3_FINE_V1,ticketing_and_passes,GET_TICKETING_POLICY,Quick check: यात्रियों के लिए मासिक पास प्राप्त करने के नियम और प्रक्रिया क्या हैं? (पास F7) #4,hi,Deva,CS0,N0,"{""ticket_type"": ""monthly_pass"", ""transport_mode"": ""पारगमन""}",{},ANSWERABLE_NOW,template_instantiation,TMPL_TICKETING_AND_PASSES_HI_DEVA_6
PILOT_T3_TR_001222,,SFAM_NEAREST_TRANSPORT_005,FAM_NEAREST_TRANSPORT_005,PARA_NEAREST_TRANSPORT_4_3,T3_FINE_V1,nearest_transport,FIND_NEAREST_STATION,"Excuse me, Find closest public transport access point near Maruthi Hospital (F5) #6",hi-en,Latn,CS3,N0,"{""landmark"": ""Maruthi Hospital"", ""transport_mode"": ""public transport""}","{""place_id"": ""OSM_POI_7820652140""}",ANSWERABLE_NOW,template_instantiation,TMPL_NEAREST_TRANSPORT_HINGLISH_LATN_4
PILOT_T3_TR_001223,,SFAM_STATION_FACILITIES_005,FAM_STATION_FACILITIES_005,PARA_STATION_FACILITIES_4_2,T3_FINE_V1,station_facilities,GET_STATION_FACILITY,Could you specify kya cmbt station par passenger car parking service available hai? [amenity F5]? #3,hi,Latn,CS0,N0,"{""station"": ""cmbt"", ""facility_type"": ""parking"", ""transport_mode"": ""metro""}","{""station_id"": ""METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT""}",ANSWERABLE_NOW,template_instantiation,TMPL_STATION_FACILITIES_HI_LATN_4
PILOT_T3_TR_001224,,SFAM_STATION_FACILITIES_007,FAM_STATION_FACILITIES_007,PARA_STATION_FACILITIES_6_4,T3_FINE_V1,station_facilities,GET_STATION_FACILITY,Please tell: क्या Vadapalani station par passengers ke liye EV vehicle charging accessible hai F7 #2,hi-en,Deva+Latn,CS4,N0,"{""station"": ""Vadapalani"", ""facility_type"": ""ev_charging"", ""transport_mode"": ""metro""}","{""station_id"": ""METRO_VADAPALANI""}",ANSWERABLE_NOW,template_instantiation,TMPL_STATION_FACILITIES_MIXED_SCRIPT_CS_6
PILOT_T3_TR_001225,,SFAM_ROUTE_STOP_MEMBERSHIP_007,FAM_ROUTE_STOP_MEMBERSHIP_007,PARA_ROUTE_STOP_MEMBERSHIP_6_3,T3_FINE_V1,route_stop_membership,CHECK_STOP_ON_ROUTE,"Excuse me, Verify if Thiruvanmiyur bus stop is covered by route 19B (F7) #6",hi-en,Latn,CS3,N2,"{""route_number"": ""19B"", ""stop"": ""Thiruvanmiyur"", ""transport_mode"": ""bus""}","{""route_id"": ""GTFS_ROUTE_10696"", ""stop_id"": ""BUS_3247310920""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_ROUTE_STOP_MEMBERSHIP_HINGLISH_LATN_6
PILOT_T3_TR_001226,,SFAM_STATION_ACCESSIBILITY_008,FAM_STATION_ACCESSIBILITY_008,PARA_STATION_ACCESSIBILITY_7_3,T3_FINE_V1,station_accessibility,GET_ACCESSIBILITY_INFO,Could you specify Verification of accessible escalator stairs support at High Court metro (F8)? #3,hi-en,Latn,CS3,N0,"{""station"": ""High Court"", ""accessibility_feature"": ""escalator"", ""transport_mode"": ""metro""}","{""station_id"": ""METRO_HIGHCOURT""}",ANSWERABLE_NOW,template_instantiation,TMPL_STATION_ACCESSIBILITY_HINGLISH_LATN_7
PILOT_T3_TR_001227,,SFAM_POINT_TO_POINT_ROUTE_019,FAM_POINT_TO_POINT_ROUTE_019,PARA_POINT_TO_POINT_ROUTE_18_3,T3_FINE_V1,point_to_point_route,PLAN_ROUTE,Please tell: Kilpauk to Koyambedu metro ride ka best direct route bataiye (F19) #2,hi-en,Latn,CS3,N0,"{""origin"": ""Kilpauk"", ""destination"": ""Koyambedu"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_KILPAUK"", ""destination_id"": ""METRO_KOYAMBEDU""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_POINT_TO_POINT_ROUTE_HINGLISH_LATN_18
PILOT_T3_TR_001228,,SFAM_SCHEDULED_DEPARTURE_011,FAM_SCHEDULED_DEPARTURE_011,PARA_SCHEDULED_DEPARTURE_10_3,T3_FINE_V1,scheduled_departure,GET_SCHEDULED_DEPARTURES,Please tell: Egmore station se kal 8 baje train schedule kya hoga (F11) #2,hi-en,Latn,CS3,N0,"{""origin"": ""Egmore"", ""temporal_relative"": ""kal"", ""resolved_temporal_offset"": ""UNRESOLVED_TEMPORAL_AMBIGUITY"", ""time"": ""8 baje"", ""temporal_ambiguity"": true, ""dual_candidates"": [""08:00:00"", ""20:00:00""]}","{""origin_id"": ""METRO_EGMORE""}",ANSWERABLE_NOW,template_instantiation,TMPL_SCHEDULED_DEPARTURE_HINGLISH_LATN_10
PILOT_T3_TR_001229,,SFAM_POINT_TO_POINT_ROUTE_014,FAM_POINT_TO_POINT_ROUTE_014,PARA_POINT_TO_POINT_ROUTE_13_0,T3_FINE_V1,point_to_point_route,PLAN_ROUTE,Transit query: How do I commute from Washermenpet to Airport by metro? [pattern F14] #5,en,Latn,CS0,N0,"{""origin"": ""Washermenpet"", ""destination"": ""Airport"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_WASHERMENPET"", ""destination_id"": ""METRO_CHENNAI_INTERNATIONAL_AIRPORT""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_POINT_TO_POINT_ROUTE_EN_13
PILOT_T3_TR_001230,,SFAM_ROUTE_STOP_MEMBERSHIP_003,FAM_ROUTE_STOP_MEMBERSHIP_003,PARA_ROUTE_STOP_MEMBERSHIP_2_1,T3_FINE_V1,route_stop_membership,CHECK_STOP_ON_ROUTE,Quick check: क्या बस 102A अडयार स्टॉप पर रुकती है? (जांच F3) #4,hi,Deva,CS0,N2,"{""route_number"": ""102A"", ""stop"": ""अडयार"", ""transport_mode"": ""बस""}","{""route_id"": ""GTFS_ROUTE_10248"", ""stop_id"": ""BUS_2587520213""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_ROUTE_STOP_MEMBERSHIP_HI_DEVA_2
PILOT_T3_TR_001231,,SFAM_STATION_ACCESSIBILITY_008,FAM_STATION_ACCESSIBILITY_008,PARA_STATION_ACCESSIBILITY_7_1,T3_FINE_V1,station_accessibility,GET_ACCESSIBILITY_INFO,"Excuse me, क्या हाई कोर्ट स्टेशन पर दिव्यांग यात्रियों के लिए एस्केलेटर उपलब्ध है? (सुलभता F8) #6",hi,Deva,CS0,N0,"{""station"": ""हाई कोर्ट"", ""accessibility_feature"": ""escalator"", ""transport_mode"": ""मेट्रो""}","{""station_id"": ""METRO_HIGHCOURT""}",ANSWERABLE_NOW,template_instantiation,TMPL_STATION_ACCESSIBILITY_HI_DEVA_7
PILOT_T3_TR_001232,,SFAM_SERVICE_FREQUENCY_008,FAM_SERVICE_FREQUENCY_008,PARA_SERVICE_FREQUENCY_7_0,T3_FINE_V1,service_frequency,GET_SERVICE_FREQUENCY,Could you specify How many minutes between trains on the line connecting High Court and Little Mount? [freq F8]? #3,en,Latn,CS0,N0,"{""origin"": ""High Court"", ""destination"": ""Little Mount"", ""timing_type"": ""frequency"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_HIGHCOURT"", ""destination_id"": ""METRO_LITTLE_MOUNT""}",ANSWERABLE_NOW,template_instantiation,TMPL_SERVICE_FREQUENCY_EN_7
PILOT_T3_TR_001233,,SFAM_FIRST_AND_LAST_SERVICE_006,FAM_FIRST_AND_LAST_SERVICE_006,PARA_FIRST_AND_LAST_SERVICE_5_4,T3_FINE_V1,first_and_last_service,GET_FIRST_LAST_SERVICE,Koyambedu से Wimco Nagar Depot ki last service aur first train timing information F6,hi-en,Deva+Latn,CS4,N0,"{""origin"": ""Koyambedu"", ""destination"": ""Wimco Nagar Depot"", ""timing_type"": ""first_last"", ""transport_mode"": ""train""}","{""origin_id"": ""METRO_KOYAMBEDU"", ""destination_id"": ""METRO_WIMCO_NAGAR""}",ANSWERABLE_NOW,template_instantiation,TMPL_FIRST_AND_LAST_SERVICE_MIXED_SCRIPT_CS_5
PILOT_T3_TR_001234,,SFAM_STATION_ACCESSIBILITY_014,FAM_STATION_ACCESSIBILITY_014,PARA_STATION_ACCESSIBILITY_13_1,T3_FINE_V1,station_accessibility,GET_ACCESSIBILITY_INFO,Quick check: क्या वॉशरमैनपेट स्टेशन पर दिव्यांग यात्रियों के लिए यात्री लिफ्ट उपलब्ध है? (सुलभता F14) #4,hi,Deva,CS0,N0,"{""station"": ""वॉशरमैनपेट"", ""accessibility_feature"": ""lift"", ""transport_mode"": ""मेट्रो""}","{""station_id"": ""METRO_WASHERMENPET""}",ANSWERABLE_NOW,template_instantiation,TMPL_STATION_ACCESSIBILITY_HI_DEVA_13
PILOT_T3_TR_001235,,SFAM_SERVICE_FREQUENCY_003,FAM_SERVICE_FREQUENCY_003,PARA_SERVICE_FREQUENCY_2_3,T3_FINE_V1,service_frequency,GET_SERVICE_FREQUENCY,Could you specify Peak hour frequency and normal headway between Guindy and Anna Nagar Tower (F3)? #3,hi-en,Latn,CS3,N1,"{""origin"": ""Guindy"", ""destination"": ""Anna Nagar Tower"", ""timing_type"": ""frequency"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_GUINDY"", ""destination_id"": ""METRO_ANNA_NAGAR_TOWER""}",ANSWERABLE_NOW,template_instantiation,TMPL_SERVICE_FREQUENCY_HINGLISH_LATN_2
PILOT_T3_TR_001236,,SFAM_STATION_FACILITIES_019,FAM_STATION_FACILITIES_019,PARA_STATION_FACILITIES_18_2,T3_FINE_V1,station_facilities,GET_STATION_FACILITY,Could you specify kya kilpauk station par passenger ev charging station service available hai? [amenity F19]? #3,hi,Latn,CS0,N0,"{""station"": ""kilpauk"", ""facility_type"": ""ev_charging"", ""transport_mode"": ""metro""}","{""station_id"": ""METRO_KILPAUK""}",ANSWERABLE_NOW,template_instantiation,TMPL_STATION_FACILITIES_HI_LATN_18
PILOT_T3_TR_001237,,SFAM_TICKETING_AND_PASSES_016,FAM_TICKETING_AND_PASSES_016,PARA_TICKETING_AND_PASSES_15_0,T3_FINE_V1,ticketing_and_passes,GET_TICKETING_POLICY,What are the rules and procedure to purchase a Tourist One-Day Pass for commuters? [pass F16],en,Latn,CS0,N0,"{""ticket_type"": ""tourist_card"", ""transport_mode"": ""transit""}",{},ANSWERABLE_NOW,template_instantiation,TMPL_TICKETING_AND_PASSES_EN_15
PILOT_T3_TR_001238,,SFAM_MULTIMODAL_ROUTE_010,FAM_MULTIMODAL_ROUTE_010,PARA_MULTIMODAL_ROUTE_9_2,T3_FINE_V1,multimodal_route,PLAN_MULTIMODAL_ROUTE,Quick check: karunguzhi se st thomas mount bus aur metro switch karke shortest transit kya hai? [opt F10] #4,hi,Latn,CS0,N0,"{""origin"": ""karunguzhi"", ""destination"": ""st thomas mount"", ""transport_mode"": ""bus aur metro""}","{""origin_id"": ""BUS_5274698920"", ""destination_id"": ""METRO_ST__THOMAS_MOUNT""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_MULTIMODAL_ROUTE_HI_LATN_9
PILOT_T3_TR_001239,,SFAM_FIRST_AND_LAST_SERVICE_012,FAM_FIRST_AND_LAST_SERVICE_012,PARA_FIRST_AND_LAST_SERVICE_11_4,T3_FINE_V1,first_and_last_service,GET_FIRST_LAST_SERVICE,Thousand Lights से Kilpauk ki last service aur first train timing information F12,hi-en,Deva+Latn,CS4,N0,"{""origin"": ""Thousand Lights"", ""destination"": ""Kilpauk"", ""timing_type"": ""first_last"", ""transport_mode"": ""train""}","{""origin_id"": ""METRO_THOUSAND_LIGHTS"", ""destination_id"": ""METRO_KILPAUK""}",ANSWERABLE_NOW,template_instantiation,TMPL_FIRST_AND_LAST_SERVICE_MIXED_SCRIPT_CS_11
PILOT_T3_TR_001240,,SFAM_SCHEDULED_DEPARTURE_020,FAM_SCHEDULED_DEPARTURE_020,PARA_SCHEDULED_DEPARTURE_19_2,T3_FINE_V1,scheduled_departure,GET_SCHEDULED_DEPARTURES,Please tell: pachaiyappa college se sham 7 baje departure timing schedule bataye. [timetable F20] #2,hi,Latn,CS0,N1,"{""origin"": ""pachaiyappa college"", ""time"": ""sham 7 baje"", ""resolved_time"": ""19:00:00""}","{""origin_id"": ""METRO_PACHAIYAPPA_S_COLLEGE""}",ANSWERABLE_NOW,template_instantiation,TMPL_SCHEDULED_DEPARTURE_HI_LATN_19
PILOT_T3_TR_001241,,SFAM_TICKETING_AND_PASSES_011,FAM_TICKETING_AND_PASSES_011,PARA_TICKETING_AND_PASSES_10_0,T3_FINE_V1,ticketing_and_passes,GET_TICKETING_POLICY,Quick check: What are the rules and procedure to purchase a Student Concession Card for commuters? [pass F11] #4,en,Latn,CS0,N0,"{""ticket_type"": ""student_pass"", ""transport_mode"": ""transit""}",{},ANSWERABLE_NOW,template_instantiation,TMPL_TICKETING_AND_PASSES_EN_10
PILOT_T3_TR_001242,,SFAM_OUT_OF_SCOPE_013,FAM_OUT_OF_SCOPE_013,PARA_OUT_OF_SCOPE_12_3,T3_FINE_V1,out_of_scope,REJECT_OUT_OF_SCOPE,Quick check: What is the general weather rain forecast in Chennai near Great Lakes Institute today (F13)? #4,hi-en,Latn,CS3,N0,"{""landmark"": ""Great Lakes Institute""}","{""place_id"": ""OSM_POI_577328882""}",OUT_OF_SCOPE,template_instantiation,TMPL_OUT_OF_SCOPE_HINGLISH_LATN_12
PILOT_T3_TR_001243,,SFAM_FARE_CALCULATION_005,FAM_FARE_CALCULATION_005,PARA_FARE_CALCULATION_4_3,T3_FINE_V1,fare_calculation,CALCULATE_FARE,Calculate fare for travel between CMBT and Thousand Lights stations (F5),hi-en,Latn,CS3,N0,"{""origin"": ""CMBT"", ""destination"": ""Thousand Lights"", ""transport_mode"": ""metro""}","{""origin_id"": ""METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT"", ""destination_id"": ""METRO_THOUSAND_LIGHTS""}",ANSWERABLE_NOW,template_instantiation,TMPL_FARE_CALCULATION_HINGLISH_LATN_4
PILOT_T3_TR_001244,,SFAM_ROUTE_STOP_MEMBERSHIP_015,FAM_ROUTE_STOP_MEMBERSHIP_015,PARA_ROUTE_STOP_MEMBERSHIP_14_0,T3_FINE_V1,route_stop_membership,CHECK_STOP_ON_ROUTE,Does bus route Green Line make a scheduled halt at Bus stand? [chk F15],en,Latn,CS0,N0,"{""route_number"": ""Green Line"", ""stop"": ""Bus stand"", ""transport_mode"": ""bus""}","{""route_id"": ""CMRL_GREEN_CORRIDOR_2"", ""stop_id"": ""BUS_5300484122""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_ROUTE_STOP_MEMBERSHIP_EN_14
PILOT_T3_TR_001245,,SFAM_SCHEDULED_DEPARTURE_001,FAM_SCHEDULED_DEPARTURE_001,PARA_SCHEDULED_DEPARTURE_0_0,T3_FINE_V1,scheduled_departure,GET_SCHEDULED_DEPARTURES,Please tell: Show metro departure timetable at bare 8 o'clock from Airport [sched F1] #2,en,Latn,CS0,N0,"{""origin"": ""Airport"", ""time"": ""8 o'clock"", ""temporal_ambiguity"": true, ""dual_candidates"": [""08:00:00"", ""20:00:00""]}","{""origin_id"": ""METRO_CHENNAI_INTERNATIONAL_AIRPORT""}",ANSWERABLE_NOW,template_instantiation,TMPL_SCHEDULED_DEPARTURE_EN_0
PILOT_T3_TR_001246,,SFAM_REALTIME_STATUS_QUERY_003,FAM_REALTIME_STATUS_QUERY_003,PARA_REALTIME_STATUS_QUERY_2_3,T3_FINE_V1,realtime_status_query,REJECT_UNSUPPORTED_REALTIME,"Excuse me, Live crowd density and train arrival countdown at Guindy right now (F3) #6",hi-en,Latn,CS3,N0,"{""station"": ""Guindy"", ""transport_mode"": ""metro""}","{""station_id"": ""METRO_GUINDY""}",REQUIRES_REALTIME_DATA,template_instantiation,TMPL_REALTIME_STATUS_QUERY_HINGLISH_LATN_2
PILOT_T3_TR_001247,,SFAM_NEAREST_TRANSPORT_014,FAM_NEAREST_TRANSPORT_014,PARA_NEAREST_TRANSPORT_13_1,T3_FINE_V1,nearest_transport,FIND_NEAREST_STATION,Transit query: मैरीटाइम संस्थान के सबसे निकटतम मेट्रो स्टेशन या बस स्टॉप कौन सा है? (निकट F14) #5,hi,Deva,CS0,N2,"{""landmark"": ""मैरीटाइम संस्थान"", ""transport_mode"": ""मेट्रो या बस""}","{""place_id"": ""OSM_POI_314081186""}",ANSWERABLE_NOW,template_instantiation,TMPL_NEAREST_TRANSPORT_HI_DEVA_13
PILOT_T3_TR_001248,,SFAM_STATION_FACILITIES_001,FAM_STATION_FACILITIES_001,PARA_STATION_FACILITIES_0_1,T3_FINE_V1,station_facilities,GET_STATION_FACILITY,Could you specify क्या एयरपोर्ट मेट्रो स्टेशन पर कार पार्किंग की व्यवस्था उपलब्ध है? (सुविधा F1)? #3,hi,Deva,CS0,N0,"{""station"": ""एयरपोर्ट"", ""facility_type"": ""parking"", ""transport_mode"": ""मेट्रो""}","{""station_id"": ""METRO_CHENNAI_INTERNATIONAL_AIRPORT""}",ANSWERABLE_NOW,template_instantiation,TMPL_STATION_FACILITIES_HI_DEVA_0
PILOT_T3_TR_001249,,SFAM_SCHEDULED_DEPARTURE_016,FAM_SCHEDULED_DEPARTURE_016,PARA_SCHEDULED_DEPARTURE_15_0,T3_FINE_V1,scheduled_departure,GET_SCHEDULED_DEPARTURES,Show metro departure timetable at bare 8 o'clock from Saidapet [sched F16],en,Latn,CS0,N0,"{""origin"": ""Saidapet"", ""time"": ""8 o'clock"", ""temporal_ambiguity"": true, ""dual_candidates"": [""08:00:00"", ""20:00:00""]}","{""origin_id"": ""METRO_SAIDAPET""}",ANSWERABLE_NOW,template_instantiation,TMPL_SCHEDULED_DEPARTURE_EN_15
PILOT_T3_TR_001250,,SFAM_MODE_AVAILABILITY_004,FAM_MODE_AVAILABILITY_004,PARA_MODE_AVAILABILITY_3_2,T3_FINE_V1,mode_availability,CHECK_SERVICE_AVAILABILITY,Could you specify alandur se velachery tak direct transit options available hain kya? [suvidha F4]? #3,hi,Latn,CS0,N0,"{""origin"": ""alandur"", ""destination"": ""velachery"", ""transport_mode"": ""any""}","{""origin_id"": ""METRO_ARIGNAR_ANNA_ALANDUR"", ""destination_id"": ""BUS_1764308008""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_MODE_AVAILABILITY_HI_LATN_3
PILOT_T3_TR_001251,,SFAM_OUT_OF_SCOPE_015,FAM_OUT_OF_SCOPE_015,PARA_OUT_OF_SCOPE_14_0,T3_FINE_V1,out_of_scope,REJECT_OUT_OF_SCOPE,Book a private cab taxi ride from Little Mount to Chennai Central. [cab F15],en,Latn,CS0,N0,"{""origin"": ""Little Mount"", ""destination"": ""Chennai Central""}","{""origin_id"": ""METRO_LITTLE_MOUNT"", ""destination_id"": ""METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL""}",OUT_OF_SCOPE,template_instantiation,TMPL_OUT_OF_SCOPE_EN_14
